"1" "mmds-2" "3" "60" "2" "3.20722493772684" "-1.36225339320703" "-0.179388536262167" "3.84727086492537" "-1.69454172985074" "275.703148844622" "178.868860733681"
"2" "mmds-1" "3" "60" "2" "-0.496575102782316" NA NA "2.2320036013418" "-2.4640072026836" "275.703148844622" "109.341336830272"
"3" "cds-hnc" "3" "60" "2" NA NA NA "0.548740319005378" "-2.46400720268359" "275.703148844622" "109.341336734201"
"4" "cds-hrp" "3" "60" "2" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "1" "5.74414434107139" "-1.99565966744612" "-0.486188215766188" "3.75366997528157" "-1.50733995056314" "275.703148844622" "376.593695139471"
"2" "mmds-1" "3" "60" "1" "-0.403684638037483" NA NA "-2.05036440056027" "6.10072880112055" "275.703148844622" "99.7854703736009"
"3" "cds-hnc" "3" "60" "1" NA NA NA "0.601289951636373" "6.10072880112057" "275.703148844622" "99.7854692843507"
"4" "cds-hrp" "3" "60" "1" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "4" "7.95792663581888" "-1.82387337733487" "-0.586683252349559" "4.34962265462118" "-2.69924530924236" "275.703148844622" "403.057808544238"
"2" "mmds-1" "3" "60" "4" "-0.63231169699526" NA NA "-2.95722739903779" "7.91445479807557" "275.703148844622" "128.04364658112"
"3" "cds-hnc" "3" "60" "4" NA NA NA "0.468590215023669" "7.91445479807557" "275.703148844622" "128.043646828966"
"4" "cds-hrp" "3" "60" "4" NA NA NA "0.616127338827584" "15.6144761663008" "275.703148844622" "97.382466608563"
"1" "mmds-2" "3" "60" "6" "-0.492447455729385" "-1.46272824533928" "-0.214906449768774" "6.16573997065886" "-6.33147994131772" "275.703148844622" "292.755584618247"
"2" "mmds-1" "3" "60" "6" "-0.911944094829447" NA NA "4.52965676273806" "-7.05931352547612" "275.703148844622" "194.664542786455"
"3" "cds-hnc" "3" "60" "6" NA NA NA "0.308222540423521" "-7.0593135254761" "275.703148844622" "194.664543084861"
"4" "cds-hrp" "3" "60" "6" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "1" "-0.510969606639714" "-2.05278656932394" "-0.381312871940634" "1.89368099342824" "2.21263801314352" "275.703148844622" "529.562520881235"
"2" "mmds-1" "3" "60" "1" "-0.835192675036753" NA NA "-3.63700960962921" "9.27401921925841" "275.703148844622" "171.454105132706"
"3" "cds-hnc" "3" "60" "1" NA NA NA "0.349947873183737" "9.27401921925839" "275.703148844622" "171.454106733483"
"4" "cds-hrp" "3" "60" "1" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "2" "0.0787783260393926" "-1.84256372929825" "-0.553766015090486" "2.70567816594436" "0.588643668111279" "275.703148844622" "447.72441101131"
"2" "mmds-1" "3" "60" "2" "-0.752878000985346" NA NA "-4.7735025490745" "11.547005098149" "275.703148844622" "151.091662922585"
"3" "cds-hnc" "3" "60" "2" NA NA NA "0.397109932075694" "11.547005098149" "275.703148844622" "151.091662921599"
"4" "cds-hrp" "3" "60" "2" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "10" "-0.381705657441046" "-1.74059333922632" "-0.274026187247732" "1.5259184740894" "2.94816305182119" "275.703148844622" "353.192304708767"
"2" "mmds-1" "3" "60" "10" "-0.806043651592321" NA NA "-2.04931528324879" "6.09863056649757" "275.703148844622" "163.750546626224"
"3" "cds-hnc" "3" "60" "10" NA NA NA "0.366410951264874" "6.09863056649804" "275.703148844622" "163.750564203598"
"4" "cds-hrp" "3" "60" "10" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "12" "5.00859464856792" "-2.10286085478403" "-0.637590760775926" "4.73556107728924" "-3.47112215457848" "275.703148844622" "507.587177927977"
"2" "mmds-1" "3" "60" "12" "-0.307096162442403" NA NA "-5.45062862029325" "12.9012572405865" "275.703148844622" "91.932527331951"
"3" "cds-hnc" "3" "60" "12" NA NA NA "0.652652564280351" "12.9012572405865" "275.703148844622" "91.9325277855288"
"4" "cds-hrp" "3" "60" "12" NA NA NA "0.954194440787003" "17.4691005561377" "275.703148844622" "62.8802657354753"
"1" "mmds-2" "3" "60" "5" "-0.498243951715811" "-1.86139307867509" "-0.0134362156246601" "2.0669158951776" "1.8661682096448" "275.703148844622" "290.971376573007"
"2" "mmds-1" "3" "60" "5" "-0.721207342663919" NA NA "0.324354823474596" "1.35129035305081" "275.703148844622" "144.330187500464"
"3" "cds-hnc" "3" "60" "5" NA NA NA "0.415713429892001" "1.35129035305094" "275.703148844622" "144.330194036761"
"4" "cds-hrp" "3" "60" "5" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "16" "4.38701763257119" "-1.85631273515265" "-0.642062016144673" "4.35938425061467" "-2.71876850122934" "275.703148844622" "445.732702354542"
"2" "mmds-1" "3" "60" "16" "-0.614300615056932" NA NA "-5.65603010811254" "13.3120602162251" "275.703148844622" "125.173226649155"
"3" "cds-hnc" "3" "60" "16" NA NA NA "0.479335736235438" "13.3120602162251" "275.703148844622" "125.173225078569"
"4" "cds-hrp" "3" "60" "16" NA NA NA "0.649807362816894" "21.8726057240362" "275.703148844622" "92.3350571774102"
"1" "mmds-2" "3" "60" "18" "-0.232587267873024" "-1.67337924815628" "-0.145931123159737" "1.8820078131895" "2.235984373621" "275.703148844622" "266.244675710245"
"2" "mmds-1" "3" "60" "18" "-0.672469760880851" NA NA "-0.398651836434678" "2.79730367286936" "275.703148844622" "134.942367953216"
"3" "cds-hnc" "3" "60" "18" NA NA NA "0.44463428427475" "2.79730367286946" "275.703148844622" "134.942360771543"
"4" "cds-hrp" "3" "60" "18" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "24" "-0.183259169124396" "-1.68592324405416" "-0.224239337122995" "4.28837280919956" "-2.57674561839911" "275.703148844622" "288.700729686872"
"2" "mmds-1" "3" "60" "24" "-0.690726916770174" NA NA "1.51790211463375" "-1.0358042292675" "275.703148844622" "138.322061499832"
"3" "cds-hnc" "3" "60" "24" NA NA NA "0.433770284968795" "-1.03580422926749" "275.703148844622" "138.322061420866"
"4" "cds-hrp" "3" "60" "24" NA NA NA "0.582487452740833" "6.66989621573473" "275.703148844622" "103.006510642721"
"1" "mmds-2" "3" "60" "11" "0.102141240284569" "-1.68728053405671" "-0.502205401845687" "4.10741004520517" "-2.21482009041035" "275.703148844622" "372.921959888163"
"2" "mmds-1" "3" "60" "11" "-0.781753250018176" NA NA "-1.56497320904659" "5.12994641809319" "275.703148844622" "157.753294376912"
"3" "cds-hnc" "3" "60" "11" NA NA NA "0.38034070987724" "5.12994641809318" "275.703148844622" "157.753294458975"
"4" "cds-hrp" "3" "60" "11" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "60" "30" "6.86298151344717" "-1.75974873316964" "-0.628253998129975" "3.52990411835425" "-1.0598082367085" "275.703148844622" "408.842519420206"
"2" "mmds-1" "3" "60" "30" "-0.62562718934968" NA NA "-6.86754933178868" "15.7350986635774" "275.703148844622" "126.962828357439"
"3" "cds-hnc" "3" "60" "30" NA NA NA "0.472579266967919" "15.7350986635773" "275.703148844622" "126.962827601307"
"4" "cds-hrp" "3" "60" "30" NA NA NA "0.659370238329924" "25.0751020209761" "275.703148844622" "90.9959177896322"
"1" "mmds-2" "3" "60" "7" "3.68000011172226" "-1.41437336514115" "-0.257135822810999" "3.25968366939352" "-0.519367338787045" "275.703148844622" "201.978468954246"
"2" "mmds-1" "3" "60" "7" "-0.545282764623229" NA NA "0.884604814427155" "0.23079037114569" "275.703148844622" "115.321639820498"
"3" "cds-hnc" "3" "60" "7" NA NA NA "0.520283967545855" "0.230790371145727" "275.703148844622" "115.321639225241"
"4" "cds-hrp" "3" "60" "7" NA NA NA "0.665287989479291" "9.66051922017372" "275.703148844622" "90.1865071199631"
"1" "mmds-2" "3" "60" "17" "4.89018182292266" "-1.66966890743481" "-0.389259285436278" "2.50666856805932" "0.986662863881363" "275.703148844622" "278.248241029084"
"2" "mmds-1" "3" "60" "17" "-0.407245687787065" NA NA "-3.68333425313839" "9.36666850627679" "275.703148844622" "100.112343674374"
"3" "cds-hnc" "3" "60" "17" NA NA NA "0.599326678025078" "9.36666850627681" "275.703148844622" "100.112346404659"
"4" "cds-hrp" "3" "60" "17" NA NA NA "0.714433517579815" "15.0897917262539" "275.703148844622" "83.9826219285645"
