"","","","","","beta_1","beta_2","alpha_1","","","",""
"1","mmds-2","3","30","1","0.334358737809772","-1.64151930243396","-0.154292303361296","2.38302343261743","1.23395313476513","137.851574422311","109.496325875572"
"2","mmds-1","3","30","1","-0.473812979423629",NA,NA,"1.36262882786961","-0.725257655739221","137.851574422311","53.3948038176456"
"3","cds-hnc","3","30","1",NA,NA,NA,"0.26609622426154","-1.48903495615229","137.851574422311","112.74117129341"
"4","cds-hrp","3","30","1",NA,NA,NA,"0.691366649033462","1.21911470162624","137.851574422311","43.3923158456375"
"5","cds-hnc-w","3","30","1",NA,NA,NA,"0.26609622426154","-1.48903495615229","137.851574422311","112.74117129341"
"6","cds-hrp-w","3","30","1",NA,NA,NA,"0.929456269549828","0.746768252491503","137.851574422311","32.2769354329388"
"7","mmds-2","3","30","2","4.59792211523067","-1.6456848943265","-0.524805513496132","2.17833809625645","1.6433238074871","137.851574422311","164.272377775646"
"8","mmds-1","3","30","2","-0.641282336563765",NA,NA,"-1.11788753351857","4.23577506703715","137.851574422311","64.761783262782"
"9","cds-hnc","3","30","2",NA,NA,NA,"0.193802877955843","0.176776594017475","137.851574422311","154.796462861792"
"10","cds-hrp","3","30","2",NA,NA,NA,"0.199897063520123","1.34843738984107","137.851574422311","150.077242115065"
"11","cds-hnc-w","3","30","2",NA,NA,NA,"0.193802877955843","0.176776594017475","137.851574422311","154.796462861792"
"12","cds-hrp-w","3","30","2",NA,NA,NA,"0.199897063520123","1.34843738984107","137.851574422311","150.077242115065"
"13","mmds-2","3","30","3","3.06526406388666","-1.04138395466721","-0.358615015574323","2.88955034074209","0.220899318515825","137.851574422311","81.1148303588129"
"14","mmds-1","3","30","3","-0.663797205603381",NA,NA,"2.65688675957485","-3.3137735191497","137.851574422311","66.695833619503"
"15","cds-hnc","3","30","3",NA,NA,NA,"0.449800568565065","-3.31377351914969","137.851574422311","66.6962251641983"
"16","cds-hrp","3","30","3",NA,NA,NA,"0.413034042440534","-2.07859077868788","137.851574422311","72.6332382259247"
"17","cds-hnc-w","3","30","3",NA,NA,NA,"0.449800568565065","-3.31377351914969","137.851574422311","66.6962251641983"
"18","cds-hrp-w","3","30","3",NA,NA,NA,"0.413034042440534","-2.07859077868788","137.851574422311","72.6332382259247"
"19","mmds-2","3","30","4","0.74737619962417","-1.88312581256963","-0.686643901122472","1.4211417749693","3.15771645006139","137.851574422311","250.822467893857"
"20","mmds-1","3","30","4","-0.731179240164386",NA,NA,"-3.45178447408154","8.90356894816309","137.851574422311","73.2000764460527"
"21","cds-hnc","3","30","4",NA,NA,NA,"0.171664322559227","2.8815849926234","137.851574422311","174.759667895753"
"22","cds-hrp","3","30","4",NA,NA,NA,"0.953548111467465","19.1773315566081","137.851574422311","31.4614434649044"
"23","cds-hnc-w","3","30","4",NA,NA,NA,"0.171664322559227","2.8815849926234","137.851574422311","174.759667895753"
"24","cds-hrp-w","3","30","4",NA,NA,NA,"0.953548111467465","19.1773315566081","137.851574422311","31.4614434649044"
"25","mmds-2","3","30","5","4.73239848292296","-1.59016973058525","-0.2996752168096","3.54148647853729","-1.08297295707459","137.851574422311","117.972763430989"
"26","mmds-1","3","30","5","-0.235642173571448",NA,NA,"0.75254495216908","0.49491009566184","137.851574422311","43.602585622335"
"27","cds-hnc","3","30","5",NA,NA,NA,"0.344103258576663","-4.33423502663683","137.851574422311","87.1831325401887"
"28","cds-hrp","3","30","5",NA,NA,NA,NA,NA,NA,NA
"29","cds-hnc-w","3","30","5",NA,NA,NA,"0.344103258576663","-4.33423502663683","137.851574422311","87.1831325401887"
"30","cds-hrp-w","3","30","5",NA,NA,NA,NA,NA,NA,NA
"31","mmds-2","3","30","6","-0.567339686267674","-2.00796077042828","-0.307695259746025","1.47647419142646","3.04705161714709","137.851574422311","244.644004953725"
"32","mmds-1","3","30","6","-0.856722269623642",NA,NA,"-0.82971067233503","3.65942134467006","137.851574422311","88.7601641746925"
"33","cds-hnc","3","30","6",NA,NA,NA,"0.186889190973768","2.52816010657241","137.851574422311","160.522927215255"
"34","cds-hrp","3","30","6",NA,NA,NA,"0.129283581490908","1.1669813710146","137.851574422311","232.048026934571"
"35","cds-hnc-w","3","30","6",NA,NA,NA,"0.186889190973768","2.52816010657241","137.851574422311","160.522927215255"
"36","cds-hrp-w","3","30","6",NA,NA,NA,"0.129283581490908","1.1669813710146","137.851574422311","232.048026934571"
"37","mmds-2","3","30","7","-0.360787886942854","-2.2626241659654","-0.333163405554951","1.29737867861734","3.40524264276533","137.851574422311","236.340729891911"
"38","mmds-1","3","30","7","-0.629867096188493",NA,NA,"-0.617161228683553","3.23432245736711","137.851574422311","63.8231132957564"
"39","cds-hnc","3","30","7",NA,NA,NA,"0.167151248616723","-1.61434452185997","137.851574422311","179.478168714072"
"40","cds-hrp","3","30","7",NA,NA,NA,"0.752850658059535","3.78454455591242","137.851574422311","39.8485405821717"
"41","cds-hnc-w","3","30","7",NA,NA,NA,"0.167151248616723","-1.61434452185997","137.851574422311","179.478168714072"
"42","cds-hrp-w","3","30","7",NA,NA,NA,"0.752850658059535","3.78454455591242","137.851574422311","39.8485405821717"
"43","mmds-2","3","30","8","4.61090480955894","-1.95852946656782","-0.485246156311065","1.5208315451092","2.9583369097816","137.851574422311","185.124909620015"
"44","mmds-1","3","30","8","-0.229289160401248",NA,NA,"-2.36372772574736","6.72745545149472","137.851574422311","43.4114649615013"
"45","cds-hnc","3","30","8",NA,NA,NA,"0.214706928996228","-0.870031528493084","137.851574422311","139.725346267363"
"46","cds-hrp","3","30","8",NA,NA,NA,"1.00306321150559","10.2672508204757","137.851574422311","29.9083842931198"
"47","cds-hnc-w","3","30","8",NA,NA,NA,"0.214706928996228","-0.870031528493084","137.851574422311","139.725346267363"
"48","cds-hrp-w","3","30","8",NA,NA,NA,"1.00306321150559","10.2672508204757","137.851574422311","29.9083842931198"
"49","mmds-2","3","30","9","-0.0203362832556383","-1.7019497151206","-0.499325555744005","2.2462745010165","1.507450997967","137.851574422311","194.086896222398"
