"" "" "" "" "beta_1" "beta_2" "alpha_1" "" "" "" ""
"1" "mmds-2" "3" "480" "2" "4.33484231418359" "-1.66567262334698" "-0.487081707348023" "16.7035109818897" "-27.4070219637793" "2205.62519075698" "2536.42411027355"
"2" "mmds-1" "3" "480" "2" "-0.617702493747824" NA NA "-29.3738669136511" "60.7477338273021" "2205.62519075698" "1005.64217601047"
"3" "cds-hnc" "3" "480" "2" NA NA NA "0.477306869581461" "60.7477338273087" "2205.62519075698" "1005.64234581602"
"4" "cds-hrp" "3" "480" "2" NA NA NA "0.630169559775872" "95.3993983025518" "2205.62519075698" "761.699756127094"
"" "" "" "" "beta_1" "beta_2" "alpha_1" "" "" "" ""
"1" "mmds-2" "3" "480" "1" "4.17965109648808" "-1.66588670784354" "-0.486997111109237" "14.8230166342317" "-23.6460332684633" "2205.62519075698" "2536.52297379429"
"2" "mmds-1" "3" "480" "1" "-0.623315350553784" NA NA "-30.2681408023326" "62.5362816046651" "2205.62519075698" "1012.74657150186"
"3" "cds-hnc" "3" "480" "1" NA NA NA "0.473958651389739" "62.5362816046652" "2205.62519075698" "1012.74657312942"
"4" "cds-hrp" "3" "480" "1" NA NA NA "0.621803303685506" "95.8364864653233" "2205.62519075698" "771.948294830503"
"1" "mmds-2" "3" "480" "5" "4.7793145823065" "-1.64792807063421" "-0.391876271656583" "18.4886887336779" "-30.9773774673558" "2205.62519075698" "2206.70242671978"
"2" "mmds-1" "3" "480" "5" "-0.534699382907395" NA NA "-18.7888326390147" "39.5776652780294" "2205.62519075698" "911.668803627361"
"3" "cds-hnc" "3" "480" "5" NA NA NA "0.526506996340126" "39.5776652780293" "2205.62519075698" "911.668797065553"
"4" "cds-hrp" "3" "480" "5" NA NA NA "0.658494893714418" "64.3317315506496" "2205.62519075698" "728.935037434278"
"1" "mmds-2" "3" "480" "6" "4.41331922243726" "-1.54207472792106" "-0.456634159739726" "28.4881547130507" "-50.9763094261013" "2205.62519075698" "2238.16072111214"
"2" "mmds-1" "3" "480" "6" "-0.653276389718993" NA NA "-9.15261131171338" "20.3052226234268" "2205.62519075698" "1052.45041541686"
"3" "cds-hnc" "3" "480" "6" NA NA NA "0.456078491267839" "20.3052226234269" "2205.62519075698" "1052.45042068452"
"4" "cds-hrp" "3" "480" "6" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "480" "1" "-0.205448601405679" "-1.82000470505869" "-0.270780514362872" "19.1843073447086" "-32.3686146894171" "2205.62519075698" "2653.49571011567"
"2" "mmds-1" "3" "480" "1" "-0.676504509457699" NA NA "-9.40963058080003" "20.8192611616001" "2205.62519075698" "1085.40536722321"
"3" "cds-hnc" "3" "480" "1" NA NA NA "0.44223112886845" "20.8192611616021" "2205.62519075698" "1085.40527490272"
"4" "cds-hrp" "3" "480" "1" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "480" "4" "1.09925208094079" "-1.50732888416473" "-0.280838085964452" "10.0139625987222" "-14.0279251974444" "2205.62519075698" "1793.87133346707"
"2" "mmds-1" "3" "480" "4" "-0.556113058842867" NA NA "-12.0523290626739" "26.1046581253477" "2205.62519075698" "934.040239837928"
"3" "cds-hnc" "3" "480" "4" NA NA NA "0.51389649283298" "26.1046581253478" "2205.62519075698" "934.040233187587"
"4" "cds-hrp" "3" "480" "4" NA NA NA "0.496720508662516" "15.9264729287546" "2205.62519075698" "966.338195482327"
"1" "mmds-2" "3" "480" "11" "0.213387663095258" "-1.82890349448345" "-0.433843829685399" "12.1011911514805" "-18.2023823029611" "2205.62519075698" "2902.19397905874"
"2" "mmds-1" "3" "480" "11" "-0.630240459995087" NA NA "-31.0875612481523" "64.1751224963045" "2205.62519075698" "1021.65410634957"
"3" "cds-hnc" "3" "480" "11" NA NA NA "0.469826327231632" "64.1751224963046" "2205.62519075698" "1021.65411382609"
"4" "cds-hrp" "3" "480" "11" NA NA NA "0.276737039594693" "7.18823894595218" "2205.62519075698" "1734.49857201264"
"1" "mmds-2" "3" "480" "12" "4.9465807903315" "-1.59989563061597" "-0.437323077778019" "24.8474014719735" "-43.6948029439471" "2205.62519075698" "2275.01910314328"
"2" "mmds-1" "3" "480" "12" "-0.622394131409715" NA NA "-10.4794572161763" "22.9589144323526" "2205.62519075698" "1011.57352273245"
"3" "cds-hnc" "3" "480" "12" NA NA NA "0.474508217923458" "22.9589144323548" "2205.62519075698" "1011.57362901021"
"4" "cds-hrp" "3" "480" "12" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "480" "7" "4.85639630864883" "-1.51695883188707" "-0.494018022685989" "24.9229683769403" "-43.8459367538806" "2205.62519075698" "2294.72786130756"
"2" "mmds-1" "3" "480" "7" "-0.694701146089347" NA NA "-13.5983981412005" "29.196796282401" "2205.62519075698" "1112.63211961053"
"3" "cds-hnc" "3" "480" "7" NA NA NA "0.431409483197797" "29.1967962824042" "2205.62519075698" "1112.63200901851"
"4" "cds-hrp" "3" "480" "7" NA NA NA "0.605420970066404" "75.9617921611826" "2205.62519075698" "792.836759432618"
"1" "mmds-2" "3" "480" "17" "0.269805480172674" "-1.62390270941323" "-0.322859292754901" "22.823697525358" "-39.6473950507159" "2205.62519075698" "2196.88776977175"
"2" "mmds-1" "3" "480" "17" "-0.633120141282825" NA NA "-4.74073754100571" "11.4814750820114" "2205.62519075698" "1025.40500403283"
"3" "cds-hnc" "3" "480" "17" NA NA NA "0.468107720727153" "11.4814750820114" "2205.62519075698" "1025.40500561361"
"4" "cds-hrp" "3" "480" "17" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "480" "10" "4.92540952894148" "-1.51492260044774" "-0.354025767483642" "24.7640023245887" "-43.5280046491773" "2205.62519075698" "1936.55143462249"
"2" "mmds-1" "3" "480" "10" "-0.57142006593959" NA NA "-4.25784541512942" "10.5156908302588" "2205.62519075698" "950.797058961969"
"3" "cds-hnc" "3" "480" "10" NA NA NA "0.504839596507547" "10.5156908302589" "2205.62519075698" "950.797051817278"
"4" "cds-hrp" "3" "480" "10" NA NA NA NA NA NA NA
"1" "mmds-2" "3" "480" "3" "3.19865395329834" "-1.69457975914419" "-0.408045610464487" "19.1392943148656" "-32.2785886297311" "2205.62519075698" "2317.39419533107"
"2" "mmds-1" "3" "480" "3" "-0.54561003128662" NA NA "-16.9525182006768" "35.9050364013537" "2205.62519075698" "922.915013228441"
"3" "cds-hnc" "3" "480" "3" NA NA NA "0.520091160926027" "35.9050364013576" "2205.62519075698" "922.915127312211"
"4" "cds-hrp" "3" "480" "3" NA NA NA "0.306810095414135" "-9.85243350625426" "2205.62519075698" "1564.48567753969"
"1" "mmds-2" "3" "480" "18" "0.578473053469615" "-1.78384679553835" "-0.331385886236323" "18.8018248000976" "-31.6036496001953" "2205.62519075698" "2299.91951959991"
"2" "mmds-1" "3" "480" "18" "-0.496074808899424" NA NA "-12.8579127433456" "27.7158254866912" "2205.62519075698" "874.269288480844"
"3" "cds-hnc" "3" "480" "18" NA NA NA "0.549029983616884" "27.7158254866942" "2205.62519075698" "874.269191707654"
"4" "cds-hrp" "3" "480" "18" NA NA NA "0.665099341257207" "47.4266147394086" "2205.62519075698" "721.696700364607"
"1" "mmds-2" "3" "480" "2" "3.6556056676733" "-1.64088328838544" "-0.387513902685857" "17.1424133123083" "-28.2848266246167" "2205.62519075698" "2185.01847098742"
"2" "mmds-1" "3" "480" "2" "-0.557318649885131" NA NA "-16.0463954687084" "34.0927909374169" "2205.62519075698" "935.336408604617"
"3" "cds-hnc" "3" "480" "2" NA NA NA "0.513184343586887" "34.092790937417" "2205.62519075698" "935.336406884618"
"4" "cds-hrp" "3" "480" "2" NA NA NA "0.303565713807247" "-9.67192229559819" "2205.62519075698" "1581.20623696253"
"1" "mmds-2" "3" "480" "23" "5.341522549072" "-1.72089916491711" "-0.480828503701243" "20.6002553917055" "-35.2005107834109" "2205.62519075698" "2604.19851663421"
"2" "mmds-1" "3" "480" "23" "-0.569074596064297" NA NA "-28.3809319939887" "58.7618639879774" "2205.62519075698" "948.186771881408"
"3" "cds-hnc" "3" "480" "23" NA NA NA "0.506229299541179" "58.7618639879838" "2205.62519075698" "948.186919317092"
"4" "cds-hrp" "3" "480" "23" NA NA NA "0.647178531642173" "87.4940686350268" "2205.62519075698" "741.680968282479"
"1" "mmds-2" "3" "480" "9" "4.87662555540068" "-1.49933235634245" "-0.414695294419335" "13.1327013287665" "-20.265402657533" "2205.62519075698" "2062.4092230592"
"2" "mmds-1" "3" "480" "9" "-0.639215741304909" NA NA "-18.8411487619787" "39.6822975239574" "2205.62519075698" "1033.43683358843"
"3" "cds-hnc" "3" "480" "9" NA NA NA "0.464469606239968" "39.6822975239577" "2205.62519075698" "1033.43683537391"
"4" "cds-hrp" "3" "480" "9" NA NA NA "0.622549626885015" "76.5635621533055" "2205.62519075698" "771.022869938457"
"1" "mmds-2" "3" "480" "16" "0.499951431453441" "-1.64291331245355" "-0.413933482611791" "13.7609982881475" "-21.5219965762949" "2205.62519075698" "2412.85419782457"
"2" "mmds-1" "3" "480" "16" "-0.656537509809371" NA NA "-21.144952255674" "44.289904511348" "2205.62519075698" "1056.95927497856"
"3" "cds-hnc" "3" "480" "16" NA NA NA "0.454132920386007" "44.2899045113483" "2205.62519075698" "1056.95926996882"
"4" "cds-hrp" "3" "480" "16" NA NA NA "0.60564167779951" "79.6064644823126" "2205.62519075698" "792.547834131881"
"1" "mmds-2" "3" "480" "29" "5.25356284831641" "-1.7119550165888" "-0.497050709191653" "26.5152978440475" "-47.030595688095" "2205.62519075698" "2648.70486627663"
"2" "mmds-1" "3" "480" "29" "-0.579342489849975" NA NA "-25.0465644722225" "52.093128944445" "2205.62519075698" "959.730510331297"
"3" "cds-hnc" "3" "480" "29" NA NA NA "0.500140394747888" "52.0931289444451" "2205.62519075698" "959.730517751839"
"4" "cds-hrp" "3" "480" "29" NA NA NA "0.64718826615683" "82.97863377837" "2205.62519075698" "741.66981248032"
"1" "mmds-2" "3" "480" "24" "5.10847667176172" "-1.50472251132594" "-0.237118369384655" "28.6456022357026" "-51.2912044714052" "2205.62519075698" "1662.34932436795"
"2" "mmds-1" "3" "480" "24" "-0.46758627920908" NA NA "7.04006290618942" "-12.0801258123788" "2205.62519075698" "848.93360225933"
"3" "cds-hnc" "3" "480" "24" NA NA NA "0.565415244213484" "-12.0801258123788" "2205.62519075698" "848.933602184179"
