"","","","","","","","","1","","",""
"1","cds-hnc-w","2","30","1",NA,NA,NA,"0.585189160414327","-4.77888789078011","78.0586325226816","51.2654745326439"
"2","cds-hrp-w","2","30","1",NA,NA,NA,"0.801917225472164","-3.36221464132493","78.0586325226816","37.4103449172528"
"3","cds-hnc-w","2","30","2",NA,NA,NA,"0.49949081351669","-5.99977945640748","78.0586325226816","60.06116466644"
"4","cds-hrp-w","2","30","2",NA,NA,NA,"0.543834342927719","-4.75071624783961","78.0586325226816","55.1638571379948"
"5","cds-hnc-w","2","30","3",NA,NA,NA,"0.479761976572319","-7.67428170488414","78.0586325226816","62.5310080101311"
"6","cds-hrp-w","2","30","3",NA,NA,NA,"0.596984995947149","-6.74456969723786","78.0586325226816","50.2525192486679"
"7","cds-hnc-w","2","30","4",NA,NA,NA,"0.400269120219369","0.0299990205826401","78.0586325226816","74.9495738855858"
"8","cds-hrp-w","2","30","4",NA,NA,NA,"0.340623004231375","1.9052614505191","78.0586325226816","88.0739105325426"
"9","cds-hnc-w","2","30","5",NA,NA,NA,"0.477455401099556","-0.81818329310994","78.0586325226816","62.8330937945439"
"10","cds-hrp-w","2","30","5",NA,NA,NA,"0.604645099892785","4.24250017495521","78.0586325226816","49.6158821188157"
"11","cds-hnc-w","2","30","6",NA,NA,NA,"0.569113193282888","3.41867674429478","78.0586325226816","52.713590818282"
"12","cds-hrp-w","2","30","6",NA,NA,NA,"0.712943804426339","8.71424967984257","78.0586325226816","42.0790528141823"
"13","cds-hnc-w","2","30","7",NA,NA,NA,"0.912177488454006","-4.62348498443291","78.0586325226816","32.8883362938995"
"14","cds-hrp-w","2","30","7",NA,NA,NA,"0.99999999999998","-2.53637508572515","78.0586325226816","30.0000000000006"
"15","cds-hnc-w","2","30","8",NA,NA,NA,"0.686472866484224","-0.801475566377381","78.0586325226816","43.7016544494252"
"16","cds-hrp-w","2","30","8",NA,NA,NA,"0.853073909603795","-0.545646498579887","78.0586325226816","35.166941178559"
"17","cds-hnc-w","2","30","9",NA,NA,NA,"0.44491044582342","-1.92991979925201","78.0586325226816","67.4293001695596"
"18","cds-hrp-w","2","30","9",NA,NA,NA,NA,NA,NA,NA
"19","cds-hnc-w","2","30","10",NA,NA,NA,"0.421971343585329","-5.00428759540952","78.0586325226816","71.0948751758863"
"20","cds-hrp-w","2","30","10",NA,NA,NA,"0.484320638984753","-3.31323342595637","78.0586325226816","61.9424356205155"
"21","cds-hnc-w","2","30","11",NA,NA,NA,"0.525487263778555","-3.16998506452601","78.0586325226816","57.0898708073013"
"22","cds-hrp-w","2","30","11",NA,NA,NA,NA,NA,NA,NA
"23","cds-hnc-w","2","30","12",NA,NA,NA,"0.380547280290677","-4.99114597066503","78.0586325226816","78.8338310474453"
"24","cds-hrp-w","2","30","12",NA,NA,NA,"0.523372751046134","-4.40462972963265","78.0586325226816","57.3205233555531"
"25","cds-hnc-w","2","30","13",NA,NA,NA,"0.311804979234461","-10.3508659776524","78.0586325226816","96.2139862989216"
"26","cds-hrp-w","2","30","13",NA,NA,NA,"0.467023278600855","-10.5627303599797","78.0586325226816","64.236626683527"
"27","cds-hnc-w","2","30","14",NA,NA,NA,"0.43787370600456","-5.000294507891","78.0586325226816","68.5129058644311"
"28","cds-hrp-w","2","30","14",NA,NA,NA,"0.620526640277265","-3.55962624623377","78.0586325226816","48.3460306983683"
"29","cds-hnc-w","2","30","15",NA,NA,NA,"0.679169777899185","-4.10279316255914","78.0586325226816","44.1715767930609"
"30","cds-hrp-w","2","30","15",NA,NA,NA,"1","-0.405718936435791","78.0586325226816","30"
"31","cds-hnc-w","2","30","16",NA,NA,NA,"0.587514449094377","-5.09891782794186","78.0586325226816","51.0625739439148"
"32","cds-hrp-w","2","30","16",NA,NA,NA,NA,NA,NA,NA
"33","cds-hnc-w","2","30","17",NA,NA,NA,"0.410488130358083","-0.913164354437219","78.0586325226816","73.0837210172921"
"34","cds-hrp-w","2","30","17",NA,NA,NA,"0.565725165385242","0.292836488594591","78.0586325226816","53.0292831848322"
"35","cds-hnc-w","2","30","18",NA,NA,NA,"0.638539119733407","-5.06657689798517","78.0586325226816","46.9822428616827"
"36","cds-hrp-w","2","30","18",NA,NA,NA,NA,NA,NA,NA
"37","cds-hnc-w","2","30","19",NA,NA,NA,"0.641605238636261","-7.57035521389325","78.0586325226816","46.7577229633682"
"38","cds-hrp-w","2","30","19",NA,NA,NA,"0.828961188232267","-7.07863958683541","78.0586325226816","36.189872850349"
"39","cds-hnc-w","2","30","20",NA,NA,NA,"0.564745878715667","-6.63700082509369","78.0586325226816","53.1212375878251"
"40","cds-hrp-w","2","30","20",NA,NA,NA,"0.654518387951237","-2.21227244916417","78.0586325226816","45.8352286998468"
"41","cds-hnc-w","2","30","21",NA,NA,NA,"0.887092312011365","-4.5412823426078","78.0586325226816","33.818351927748"
"42","cds-hrp-w","2","30","21",NA,NA,NA,"1","-2.39193823734948","78.0586325226816","30"
"43","cds-hnc-w","2","30","22",NA,NA,NA,"0.783057269167524","-10.1935455241866","78.0586325226816","38.3113741245175"
"44","cds-hrp-w","2","30","22",NA,NA,NA,"1","-7.54549377004212","78.0586325226816","30"
"45","cds-hnc-w","2","30","23",NA,NA,NA,"0.418765615259325","-0.923179519123848","78.0586325226816","71.6391196097181"
"46","cds-hrp-w","2","30","23",NA,NA,NA,"0.529010457082729","-0.824707138270578","78.0586325226816","56.7096540311083"
"47","cds-hnc-w","2","30","24",NA,NA,NA,"0.507948748373757","-0.385124595146391","78.0586325226816","59.0610767248618"
"48","cds-hrp-w","2","30","24",NA,NA,NA,"4.96674439495261","78.0586325226816","cds-hrp-w","2"
"49","cds-hnc-w","2","30","25",NA,NA,NA,"0.479087883639074","0.652667187499584","78.0586325226816","62.6189912634084"
"50","cds-hrp-w","2","30","25",NA,NA,NA,"0.623039482684383","6.20312770843281","78.0586325226816","48.1510415210673"
"51","cds-hnc-w","2","30","26",NA,NA,NA,"0.765352369109544","-6.13268202880216","78.0586325226816","39.1976313275201"
"52","cds-hrp-w","2","30","26",NA,NA,NA,"0.810336209334802","-3.3388828727952","78.0586325226816","37.0216703319067"
"53","cds-hnc-w","2","30","27",NA,NA,NA,"0.599702432981513","-1.65174861772739","78.0586325226816","50.0248095557165"
"54","cds-hrp-w","2","30","27",NA,NA,NA,"0.668573130439314","2.60458106910349","78.0586325226816","44.8716806496355"
"55","cds-hnc-w","2","30","28",NA,NA,NA,"0.372702567829353","1.57298937559311","78.0586325226816","80.4931400787556"
"56","cds-hrp-w","2","30","28",NA,NA,NA,NA,NA,NA,NA
