"","","","","beta_1","","","",""
"1",4,30,1,-0.460047379878614,3.97931095923827,-5.95862191847654,79.3531763247112,52.6579839258913
"2",4,30,2,-0.529891640592035,4.15705969014435,-6.3141193802887,79.3531763247112,56.6757120782866
"3",4,30,3,-0.345559903891624,4.21197319067772,-6.42394638135544,79.3531763247112,47.4191300012766
"4",4,30,4,-0.202847694812370,1.95928794688710,-1.91857589377419,79.3531763247112,42.6464673956453
"5",4,30,5,-0.58861967291714,0.70445775880045,0.591084482399099,79.3531763247112,60.6515130933141
"6",4,30,6,-0.446093165362403,2.03413226092133,-2.06826452184267,79.3531763247112,51.9366297789372
"7",4,30,7,-0.370259072522787,5.32764398787322,-8.65528797574644,79.3531763247112,48.4270247486942
"8",4,30,8,6.56882074833068,6.05185488777041,-10.1037097755408,79.3531763247112,30.0000147740981
"9",4,30,9,-0.432286908675946,0.62553557881626,0.74892884236748,79.3531763247112,51.2473257726955
"10",4,30,10,-0.563649918816993,2.06432253779065,-2.12864507558130,79.3531763247112,58.8880729368336
"11",4,30,11,-0.492192640503816,2.72767120210146,-3.45534240420292,79.3531763247112,54.4192900631508
"12",4,30,12,0.336235298104029,5.40417442544441,-8.80834885088883,79.3531763247112,33.9910147203724
"13",4,30,13,-0.385662203828325,3.08396058440902,-4.16792116881805,79.3531763247112,49.0873929324060
"14",4,30,14,-0.592672069543657,2.74210474649851,-3.48420949299702,79.3531763247112,60.9484747282935
"15",4,30,15,-0.549935228477384,1.9728988122558,-1.94579762451160,79.3531763247112,57.9662754455461
"16",4,30,16,0.117728043339754,4.42528739751244,-6.85057479502489,79.3531763247112,36.3158363372916
"17",4,30,17,-0.183441147322475,4.50137034764461,-7.00274069528922,79.3531763247112,42.114867318714
"18",4,30,18,-0.65884578455301,0.438455670510889,1.12308865897822,79.3531763247112,66.2608522230037
"19",4,30,19,6.40657603256249,6.17600107157632,-10.3520021431526,79.3531763247112,30.0000204362334
"20",4,30,20,-0.370021930034613,4.79863873946875,-7.5972774789375,79.3531763247112,48.4170531085158
"21",4,30,21,-0.205592115246249,5.8598723543279,-9.71974470865579,79.3531763247112,42.7236433416265
"22",4,30,22,5.01700746212428,8.03684994970296,-14.0736998994059,79.3531763247112,30.0003291133429
"23",4,30,23,0.0453802744411854,4.15048182618366,-6.30096365236732,79.3531763247112,37.3687207062376
"24",4,30,24,-0.419720540958118,4.87979512604942,-7.75959025209884,79.3531763247112,50.6402757105949
"25",4,30,25,-0.618283803932918,-0.582939596812137,3.16587919362427,79.3531763247112,62.8983263742271
"26",4,30,26,0.345847182657291,4.83671670175266,-7.67343340350532,79.3531763247112,33.9119932165138
"27",4,30,27,-0.378790888857912,0.969936897735193,0.0601262045296145,79.3531763247112,48.7896938467888
"28",4,30,28,0.088358160725185,5.18050444752973,-8.36100889505947,79.3531763247112,36.7227728989009
"29",4,30,29,-0.674248162083473,3.78271751816416,-5.56543503632831,79.3531763247112,67.6323248117619
"30",4,30,30,-0.549893182479333,4.08956741650621,-6.17913483301242,79.3531763247112,57.9634986928343
"31",4,30,31,-0.597630125822679,1.07658413063257,-0.153168261265135,79.3531763247112,61.3160185777001
"32",4,30,32,-0.0182204415621378,5.66011847246543,-9.32023694493086,79.3531763247112,38.4476058741845
"33",4,30,33,-0.574128720060848,-1.54911491952024,5.09822983904048,79.3531763247112,59.6144411017494
"34",4,30,34,-0.4796646973968,1.43317482831951,-0.866349656639011,79.3531763247112,53.7158414361071
"35",4,30,35,0.100597758630221,4.12405600931835,-6.2481120186367,79.3531763247112,36.5499335562347
"36",4,30,36,-0.0910018587631234,6.91296320783224,-11.8259264156645,79.3531763247112,39.8912206189826
"37",4,30,37,0.452665820436143,5.86047817796032,-9.72095635592064,79.3531763247112,33.1352045140705
"38",4,30,38,0.00895843828884994,4.85160683550028,-7.70321367100057,79.3531763247112,37.967410268776
"39",4,30,39,-0.101531769898735,3.58658207962019,-5.17316415924038,79.3531763247112,40.1209329356363
"40",4,30,40,-0.57781393483249,3.98140004176015,-5.9628000835203,79.3531763247112,59.8745485488706
"41",4,30,41,5.02945597261642,5.01432218887037,-8.02864437774073,79.3531763247112,30.0003210205803
"42",4,30,42,0.489089772118637,2.49273683407699,-2.98547366815397,79.3531763247112,32.9082678149506
"43",4,30,43,-0.399606102666723,-0.368611294125288,2.73722258825058,79.3531763247112,49.7073169297026
"44",4,30,44,-0.679936312961097,1.62099258174816,-1.24198516349633,79.3531763247112,68.1527022181923
"45",4,30,45,-0.35423046349539,5.6532091540873,-9.3064183081746,79.3531763247112,47.7659888538101
"46",4,30,46,-0.291679634159516,3.62261422689011,-5.24522845378022,79.3531763247112,45.4211561373385
"47",4,30,47,-0.166028840117693,0.280905989778938,1.43818802044212,79.3531763247112,41.6582645037231
"48",4,30,48,5.88720092855951,5.72774471108279,-9.45548942216558,79.3531763247112,30.000057744003
"49",4,30,49,-0.140193257424524,5.26546523522623,-8.53093047045247,79.3531763247112,41.0144150908904
"50",4,30,50,-0.371564321424596,2.08953976457843,-2.17907952915686,79.3531763247112,48.4820139851732
"51",4,30,51,-0.222402790112407,4.5267524295809,-7.0535048591618,79.3531763247112,43.2075555072769
"52",4,30,52,-0.864482072169848,1.44450413397739,-0.889008267954789,79.3531763247112,89.8943604100786
"53",4,30,53,-0.639908287361462,4.75333852012602,-7.50667704025204,79.3531763247112,64.6473338237244
"54",4,30,54,-0.792613243105422,2.21433486178331,-2.42866972356661,79.3531763247112,80.1943728289892
"55",4,30,55,-0.68049203289981,3.94274078638307,-5.88548157276615,79.3531763247112,68.2039511684605
"56",4,30,56,-0.519577397870546,0.164548565959532,1.67090286808094,79.3531763247112,56.0367879011454
"57",4,30,57,-0.57147206630471,4.01091059674491,-6.02182119348981,79.3531763247112,59.4284442393656
"58",4,30,58,-0.266832888429216,3.16951137953306,-4.33902275906612,79.3531763247112,44.584401891264
"59",4,30,59,-0.614329729917125,5.32337384813408,-8.64674769626816,79.3531763247112,62.5888802384238
"60",4,30,60,-0.390420144355145,4.13588813463547,-6.27177626927094,79.3531763247112,49.2965186503995
"61",4,30,61,-0.615839145684824,1.90253313233968,-1.80506626467936,79.3531763247112,62.7066370845114
"62",4,30,62,-0.674663558454432,4.57530650622152,-7.15061301244303,79.3531763247112,67.6700701053983
"63",4,30,63,0.129497775177854,2.42753651135753,-2.85507302271506,79.3531763247112,36.1601000849329
"64",4,30,64,-0.213831847629708,1.51871143424658,-1.03742286849317,79.3531763247112,42.9584078361728
"65",4,30,65,-0.194346063171475,1.95916305383549,-1.91832610767098,79.3531763247112,42.4105655252357
"66",4,30,66,-0.140161025036480,3.91180537242962,-5.82361074485925,79.3531763247112,41.0136360080445
"67",4,30,67,-0.638660453620386,2.26473284006519,-2.52946568013039,79.3531763247112,64.5437466633638
"68",4,30,68,-0.509312065892989,0.54575720171111,0.908485596577781,79.3531763247112,55.4172799763329
"69",4,30,69,-0.117417115734299,3.79370481350524,-5.58740962701047,79.3531763247112,40.4783087714137
"70",4,30,70,-0.507874164096207,4.14404467099887,-6.28808934199774,79.3531763247112,55.3317830681616
"71",4,30,71,-0.555051710679736,-0.772691842913798,3.5453836858276,79.3531763247112,58.3064027597698
"72",4,30,72,-0.542113292214093,1.27713777336019,-0.55427554672038,79.3531763247112,57.4547922072068
"73",4,30,73,-0.484372139065947,3.60887226018177,-5.21774452036354,79.3531763247112,53.9775611683342
"74",4,30,74,-0.24205336610643,1.58918970147884,-1.17837940295768,79.3531763247112,43.7984300120005
"75",4,30,75,0.871115927267395,3.29648617638531,-4.59297235277062,79.3531763247112,31.3326346879559
"76",4,30,76,-0.107121623770709,4.83426926677811,-7.66853853355621,79.3531763247112,40.2451828330283
"77",4,30,77,-0.0636575225989928,5.18387798992125,-8.3677559798425,79.3531763247112,39.320250605336
"78",4,30,78,-0.347279305111052,4.74432859912939,-7.48865719825879,79.3531763247112,47.4873269778805
"79",4,30,79,-0.891395623154387,6.20098294583856,-10.4019658916771,79.3531763247112,94.0036856661112
"80",4,30,80,-0.561204767637716,-0.0624737183326013,2.12494743666520,79.3531763247112,58.7213579047264
"81",4,30,81,-0.433632777937455,4.26368348600858,-6.52736697201717,79.3531763247112,51.3134782753944
"82",4,30,82,-0.477524680628706,1.04222050766271,-0.0844410153254262,79.3531763247112,53.5978861512641
"83",4,30,83,-0.369141571616215,1.88732599266016,-1.77465198532033,79.3531763247112,48.3800858038895
"84",4,30,84,-0.0804450590583421,6.6665679978343,-11.3331359956686,79.3531763247112,39.6664917050369
"85",4,30,85,-0.595763028527364,0.649798958788173,0.700402082423654,79.3531763247112,61.1770615245604
"86",4,30,86,-0.370819914555289,5.44459211230066,-8.88918422460132,79.3531763247112,48.4506309236993
"87",4,30,87,-0.229550781762329,3.29002610793276,-4.58005221586552,79.3531763247112,43.4192781627212
"88",4,30,88,-0.741244035760629,1.18771789719424,-0.375435794388475,79.3531763247112,74.2719135088188
"89",4,30,89,-0.105835396005609,2.67304679363244,-3.34609358726487,79.3531763247112,40.2164494291075
"90",4,30,90,-0.0769446665510262,2.21764679137613,-2.43529358275226,79.3531763247112,39.593182621261
"91",4,30,91,-0.510245364817237,3.14716584216124,-4.29433168432248,79.3531763247112,55.4729403532943
"92",4,30,92,-0.111951608887588,5.71324789104877,-9.42649578209755,79.3531763247112,40.3538535791032
"93",4,30,93,-0.645482353490894,1.8004559387448,-1.6009118774896,79.3531763247112,65.1141323152003
"94",4,30,94,-0.400977966756216,4.74060781079992,-7.48121562159984,79.3531763247112,49.7694749741033
"95",4,30,95,-0.666680104296896,4.60840221711991,-7.21680443423982,79.3531763247112,66.9516572863819
"96",4,30,96,-0.44847388955536,3.88688911685883,-5.77377823371766,79.3531763247112,52.0579200396928
"97",4,30,97,-0.122140674631108,5.27328562957148,-8.54657125914296,79.3531763247112,40.5871561354794
"98",4,30,98,-0.359350827839331,4.39472965542812,-6.78945931085624,79.3531763247112,47.974326505587
"99",4,30,99,0.107029350529761,4.85610844585054,-7.71221689170109,79.3531763247112,36.4609898982227
"100",4,30,100,-0.174755142101336,-2.92607551296604,7.85215102593208,79.3531763247112,41.884744074368
"101",4,30,101,-0.226510669671720,-1.17014622059912,4.34029244119824,79.3531763247112,43.3287877943170
"102",4,30,102,-0.157188164347837,4.23116481017787,-6.46232962035574,79.3531763247112,41.4335242835906
"103",4,30,103,-0.773716120414998,3.39651079992547,-4.79302159985094,79.3531763247112,77.924705862749
"104",4,30,104,-0.593377482259618,3.31928752689359,-4.63857505378718,79.3531763247112,61.0004831910209
"105",4,30,105,-0.616676278560338,2.73726191259680,-3.47452382519361,79.3531763247112,62.7721426506314
"106",4,30,106,-0.574586431745978,0.165363345739737,1.66927330852053,79.3531763247112,59.6466139524463
"107",4,30,107,-0.0819154994224547,4.31877258447358,-6.63754516894717,79.3531763247112,39.6974650453447
"108",4,30,108,0.16293017105777,3.53228367317534,-5.06456734635067,79.3531763247112,35.7393075795836
"109",4,30,109,-0.529752037629075,2.70755567226435,-3.41511134452871,79.3531763247112,56.666952054577
"110",4,30,110,-0.398113779587815,1.71679396080232,-1.43358792160465,79.3531763247112,49.6399410606926
"111",4,30,111,0.0159178058994312,4.34531891464527,-6.69063782929053,79.3531763247112,37.8491593883112
"112",4,30,112,-0.468172973346156,3.18147109863802,-4.36294219727605,79.3531763247112,53.0898270566245
"113",4,30,113,-0.135493014625578,5.32710903338759,-8.65421806677517,79.3531763247112,40.9014262633575
"114",4,30,114,-0.531770702966242,2.7096987196571,-3.41939743931420,79.3531763247112,56.79392532348
"115",4,30,115,-0.194658347242973,3.09757570480073,-4.19515140960145,79.3531763247112,42.4191466655670
"116",4,30,116,-0.0880039759721523,2.31410800860516,-2.62821601721032,79.3531763247112,39.8268423566285
"117",4,30,117,-0.648993080368997,2.87744318214761,-3.75488636429522,79.3531763247112,65.4115861129753
"118",4,30,118,-0.579372253917362,2.89779517831855,-3.7955903566371,79.3531763247112,59.9852759354691
"119",4,30,119,-0.209563377765331,5.50443884676436,-9.00887769352872,79.3531763247112,42.8362161465361
"120",4,30,120,-0.677315049083531,-1.92774945040242,5.85549890080483,79.3531763247112,67.91195180963
"121",4,30,121,-0.642033635585292,3.33285536888892,-4.66571073777785,79.3531763247112,64.8245326300288
"122",4,30,122,-0.236348542264345,4.33335517108905,-6.6667103421781,79.3531763247112,43.6240159272272
"123",4,30,123,-0.225761770742368,5.31630844100407,-8.63261688200814,79.3531763247112,43.3065973287574
"124",4,30,124,-0.122848027464505,-0.227038516588748,2.45407703317750,79.3531763247112,40.603559715243
"125",4,30,125,-0.337352190423263,1.78961333289160,-1.57922666578319,79.3531763247112,47.0975231284872
"126",4,30,126,-0.359401127920289,5.3680699269242,-8.73613985384841,79.3531763247112,47.9763861743824
"127",4,30,127,-0.40709217289341,3.87863274205541,-5.75726548411083,79.3531763247112,50.0490962790985
"128",4,30,128,-0.646354579909778,4.83598365143844,-7.67196730287688,79.3531763247112,65.1877832860638
"129",4,30,129,-0.355148318522233,3.11110604460015,-4.22221208920031,79.3531763247112,47.8031416804356
"130",4,30,130,-0.172513058644701,6.17565550187026,-10.3513110037405,79.3531763247112,41.8261072413783
"131",4,30,131,-0.402199688574589,4.83711808019695,-7.67423616039391,79.3531763247112,49.8250088194491
"132",4,30,132,-0.249305508298837,6.34781231304456,-10.6956246260891,79.3531763247112,44.0236271337811
"133",4,30,133,-0.118902115227592,4.29821206772028,-6.59642413544055,79.3531763247112,40.5123989946862
"134",4,30,134,-0.615453451411684,1.75913748130652,-1.51827496261305,79.3531763247112,62.6765038353084
"135",4,30,135,-0.0980749032665667,2.28727361888469,-2.57454723776939,79.3531763247112,40.0448996850268
"136",4,30,136,-0.430869633905334,-1.22659502940378,4.45319005880755,79.3531763247112,51.1779036907209
"137",4,30,137,-0.102453012239221,0.515407585238138,0.969184829523724,79.3531763247112,40.1412989458119
"138",4,30,138,-0.321480608577222,4.78677823755296,-7.57355647510592,79.3531763247112,46.4936700489326
"139",4,30,139,-0.0260172599955465,0.922799316725112,0.154401366549776,79.3531763247112,38.5909532658994
"140",4,30,140,-0.506379117087136,-0.114080086095126,2.22816017219025,79.3531763247112,55.2432178832286
"141",4,30,141,0.305552778060279,5.11943712318424,-8.23887424636848,79.3531763247112,34.2545144498052
"142",4,30,142,-0.629987810068843,2.82540800266501,-3.65081600533003,79.3531763247112,63.8328963152881
"143",4,30,143,0.213765160177551,3.61113755993872,-5.22227511987743,79.3531763247112,35.1561983373298
"144",4,30,144,-0.143561706413775,4.04363122968874,-6.08726245937747,79.3531763247112,41.0961590719898
"145",4,30,145,-0.035907804499289,5.8415390439754,-9.6830780879508,79.3531763247112,38.7765183848045
"146",4,30,146,-0.284852888528797,2.34456356587215,-2.6891271317443,79.3531763247112,45.1862158836591
"147",4,30,147,-0.689203436095182,1.98769590702901,-1.97539181405802,79.3531763247112,69.0169676512347
"148",4,30,148,0.238631903515561,5.56360376801983,-9.12720753603965,79.3531763247112,34.8938272791927
"149",4,30,149,0.00230095960176514,5.60516055544726,-9.21032111089452,79.3531763247112,38.0822972100876
"150",4,30,150,-0.434270222174213,3.83367347665094,-5.66734695330187,79.3531763247112,51.3448878626719
"151",4,30,151,-0.463485282370139,3.92111018996705,-5.8422203799341,79.3531763247112,52.8396186749705
"152",4,30,152,-0.105448934596563,5.05103887473823,-8.10207774947645,79.3531763247112,40.2078329666687
"153",4,30,153,-0.24268664105988,3.80805092447064,-5.61610184894128,79.3531763247112,43.817938832514
"154",4,30,154,-0.128774105972487,3.976752030625,-5.95350406125,79.3531763247112,40.7420573969478
"155",4,30,155,-0.361069215730899,4.18413576853046,-6.36827153706093,79.3531763247112,48.0448351826247
"156",4,30,156,0.271667721556366,-1.39706352480046,4.79412704960091,79.3531763247112,34.5665985372902
"157",4,30,157,-0.222124452281523,3.06007644859976,-4.12015289719951,79.3531763247112,43.1993841541114
"158",4,30,158,-0.458438766895208,3.8703382078799,-5.7406764157598,79.3531763247112,52.5735334234919
"159",4,30,159,-0.169361889602126,4.03854987471439,-6.07709974942879,79.3531763247112,41.7442187418136
"160",4,30,160,-0.140953951347395,3.96073323003943,-5.92146646007885,79.3531763247112,41.0328187968515
"161",4,30,161,-0.0063627594658692,3.72533962325523,-5.45067924651045,79.3531763247112,38.234438765716
"162",4,30,162,-0.137549668007684,2.29374678773544,-2.58749357547088,79.3531763247112,40.9507127653662
"163",4,30,163,-0.175982440930123,4.3120366311707,-6.62407326234141,79.3531763247112,41.9169733228749
"164",4,30,164,-0.54735287749762,3.82565372121098,-5.65130744242197,79.3531763247112,57.7962854399076
"165",4,30,165,-0.64082495396255,5.59774148850839,-9.19548297701678,79.3531763247112,64.7236413879107
"166",4,30,166,-0.524057970594351,0.0575541904992371,1.88489161900153,79.3531763247112,56.3122863590637
"167",4,30,167,-0.667034709133129,1.33704706459971,-0.674094129199422,79.3531763247112,66.9832554625452
"168",4,30,168,-0.738468761156225,-0.580233833758568,3.16046766751714,79.3531763247112,73.9735949739978
"169",4,30,169,-0.484531354291562,5.21112617999430,-8.42225235998861,79.3531763247112,53.9864675092177
"170",4,30,170,-0.403905657793898,2.27288698526326,-2.54577397052653,79.3531763247112,49.9028369629894
"171",4,30,171,-0.468658330436348,0.283506238842159,1.43298752231568,79.3531763247112,53.115902249492
"172",4,30,172,0.00625831830940721,4.74213504989118,-7.48427009978237,79.3531763247112,38.013795990371
"173",4,30,173,-0.67507159605904,2.57175491932043,-3.14350983864085,79.3531763247112,67.7071860016552
"174",4,30,174,-0.540439432931438,3.91963132434419,-5.83926264868838,79.3531763247112,57.3466538371738
"175",4,30,175,-0.483865257747237,4.10708535688648,-6.21417071377295,79.3531763247112,53.949230547977
"176",4,30,176,0.100222220893180,4.48297353985054,-6.96594707970108,79.3531763247112,36.5551665525233
"177",4,30,177,-0.488961184041657,3.20639872453178,-4.41279744906356,79.3531763247112,54.2357082266363
"178",4,30,178,-0.689925950921964,0.89495250611625,0.210094987767500,79.3531763247112,69.085219629067
"179",4,30,179,-0.424239110032575,3.06976671825195,-4.1395334365039,79.3531763247112,50.8563671173817
"180",4,30,180,-0.571814898601153,3.92117822168485,-5.8423564433697,79.3531763247112,59.4523756395528
"181",4,30,181,0.491646587262513,3.45629143682356,-4.91258287364712,79.3531763247112,32.8929863792337
"182",4,30,182,-0.216437262625154,3.36531514083679,-4.73063028167359,79.3531763247112,43.0336056985002
"183",4,30,183,-0.381838825085692,2.03852760143060,-2.07705520286120,79.3531763247112,48.921120830985
"184",4,30,184,-0.523988653976268,2.5441015779599,-3.0882031559198,79.3531763247112,56.3080003604364
"185",4,30,185,-0.549326624535217,3.37442953690795,-4.74885907381589,79.3531763247112,57.9261117266945
"186",4,30,186,-0.197471321991745,1.62059815076821,-1.24119630153641,79.3531763247112,42.4967310135636
"187",4,30,187,-0.450919356699688,1.50966061463405,-1.01932122926809,79.3531763247112,52.1832648504001
"188",4,30,188,-0.297576268567909,0.676062051606936,0.647875896786129,79.3531763247112,45.6272440183568
"189",4,30,189,-0.675599110484034,2.42869051518173,-2.85738103036347,79.3531763247112,67.7552274793695
"190",4,30,190,0.105345767062881,1.00230854444802,-0.00461708889603551,79.3531763247112,36.4841491103648
"191",4,30,191,-0.435408963062844,4.50737660953279,-7.01475321906558,79.3531763247112,51.4011232340161
"192",4,30,192,-0.277881865481728,2.12540252565775,-2.2508050513155,79.3531763247112,44.9502881736498
"193",4,30,193,-0.526718227580589,2.46706404952150,-2.93412809904299,79.3531763247112,56.4773472024072
"194",4,30,194,-0.287901745772087,3.11706865242097,-4.23413730484193,79.3531763247112,45.2906607586694
"195",4,30,195,-0.673914102249649,3.73402726861016,-5.46805453722031,79.3531763247112,67.6019994488201
"196",4,30,196,-0.480371442185034,3.31541265905201,-4.63082531810403,79.3531763247112,53.7549363933261
"197",4,30,197,-0.353332862530021,-2.15024293635324,6.30048587270648,79.3531763247112,47.7297369279476
"198",4,30,198,-0.524330497565523,3.38787306595655,-4.7757461319131,79.3531763247112,56.3291446140103
