"","","","","","","","","1","","",""
"193","cds-hnc-w","1","30","97",NA,NA,NA,"0.395194086074376","16.5827794315628","125.160628505216","75.9120671516173"
"194","cds-hrp-w","1","30","97",NA,NA,NA,NA,NA,NA,NA
"195","cds-hnc-w","1","30","98",NA,NA,NA,"0.42487321980529","0.115107245731713","125.160628505216","70.6092984955567"
"196","cds-hrp-w","1","30","98",NA,NA,NA,NA,NA,NA,NA
"197","cds-hnc-w","1","30","99",NA,NA,NA,"0.398921373916448","-2.83045046654613","125.160628505216","75.202789225035"
"198","cds-hrp-w","1","30","99",NA,NA,NA,NA,NA,NA,NA
"199","cds-hnc-w","1","30","100",NA,NA,NA,"0.376502027108503","1.79114964501539","125.160628505216","79.6808458918454"
"200","cds-hrp-w","1","30","100",NA,NA,NA,"0.521987124857386","3.02956372712764","125.160628505216","57.4726819329048"
"201","cds-hnc-w","1","30","101",NA,NA,NA,"0.390132427171731","4.3011147099185","125.160628505216","76.8969660314711"
"202","cds-hrp-w","1","30","101",NA,NA,NA,"0.555354686057478","7.13454991798735","125.160628505216","54.0195315771497"
"203","cds-hnc-w","1","30","102",NA,NA,NA,"0.475949782538848","0.168027764687478","125.160628505216","63.0318598738961"
"204","cds-hrp-w","1","30","102",NA,NA,NA,"0.696560208500079","1.96525969410888","125.160628505216","43.0687823305321"
"205","cds-hnc-w","1","30","103",NA,NA,NA,"0.764982330574072","5.31652619746012","125.160628505216","39.2165920714624"
"206","cds-hrp-w","1","30","103",NA,NA,NA,"0.824308638682909","9.50254962532425","125.160628505216","36.3941351481338"
"207","cds-hnc-w","1","30","104",NA,NA,NA,"0.389269984225824","-1.9119651438476","125.160628505216","77.0673342812796"
"208","cds-hrp-w","1","30","104",NA,NA,NA,NA,NA,NA,NA
"209","cds-hnc-w","1","30","105",NA,NA,NA,"0.571073074820947","2.47188628436265","125.160628505216","52.5326815826611"
"210","cds-hrp-w","1","30","105",NA,NA,NA,"0.706401677193547","7.62615419651901","125.160628505216","42.4687553392945"
"211","cds-hnc-w","1","30","106",NA,NA,NA,"0.414401766742158","4.0959173429739","125.160628505216","72.3935137532029"
"212","cds-hrp-w","1","30","106",NA,NA,NA,"0.61937454605999","11.7441800625532","125.160628505216","48.435958808508"
"213","cds-hnc-w","1","30","107",NA,NA,NA,"0.628969937271821","-2.92696614177193","125.160628505216","47.697033232027"
"214","cds-hrp-w","1","30","107",NA,NA,NA,NA,NA,NA,NA
"215","cds-hnc-w","1","30","108",NA,NA,NA,"0.470578862206447","-3.83236790440108","125.160628505216","63.7512697857617"
"216","cds-hrp-w","1","30","108",NA,NA,NA,"0.691142436589456","-3.83862985522217","125.160628505216","43.4063926794011"
"217","cds-hnc-w","1","30","109",NA,NA,NA,"0.601671391745191","3.00541382397511","125.160628505216","49.8611042698621"
"218","cds-hrp-w","1","30","109",NA,NA,NA,"0.718209135910785","7.87091059982564","125.160628505216","41.7705630574526"
"219","cds-hnc-w","1","30","110",NA,NA,NA,"0.371380451341706","-3.43639771473053","125.160628505216","80.7796961084446"
"220","cds-hrp-w","1","30","110",NA,NA,NA,"0.533733132203049","-0.596619812747043","125.160628505216","56.2078652980963"
"221","cds-hnc-w","1","30","111",NA,NA,NA,"0.417476742952321","-1.16043734086413","125.160628505216","71.8602904388047"
"222","cds-hrp-w","1","30","111",NA,NA,NA,"0.570460725049303","1.14503144349793","125.160628505216","52.5890717496935"
"223","cds-hnc-w","1","30","112",NA,NA,NA,"0.48153050339001","5.43434388238081","125.160628505216","62.3013491124608"
"224","cds-hrp-w","1","30","112",NA,NA,NA,NA,NA,NA,NA
"225","cds-hnc-w","1","30","113",NA,NA,NA,"0.462897319387662","-0.680350686370505","125.160628505216","64.8091893029001"
"226","cds-hrp-w","1","30","113",NA,NA,NA,"0.321799519139143","1.92975775689031","125.160628505216","93.2257452722554"
"227","cds-hnc-w","1","30","114",NA,NA,NA,"0.551655331644271","-1.2861485104027","125.160628505216","54.3817820278861"
"228","cds-hrp-w","1","30","114",NA,NA,NA,"0.707368048467137","-0.400524665342889","125.160628505216","42.4107366243214"
"229","cds-hnc-w","1","30","115",NA,NA,NA,"0.396963015189881","-2.21362491257721","125.160628505216","75.5737911393331"
"230","cds-hrp-w","1","30","115",NA,NA,NA,"0.535956815416558","-0.00256206229408207","125.160628505216","55.9746590342046"
"231","cds-hnc-w","1","30","116",NA,NA,NA,"0.732609470678242","-5.89147292297534","125.160628505216","40.9495115756917"
"232","cds-hrp-w","1","30","116",NA,NA,NA,"0.935091117446031","-4.64320859009766","125.160628505216","32.0824350058394"
"233","cds-hnc-w","1","30","117",NA,NA,NA,"0.520319426306589","-0.207621557987572","125.160628505216","57.6568901394872"
"234","cds-hrp-w","1","30","117",NA,NA,NA,NA,NA,NA,NA
"235","cds-hnc-w","1","30","118",NA,NA,NA,"0.54528244282096","4.02494542539898","125.160628505216","55.0173591594078"
"236","cds-hrp-w","1","30","118",NA,NA,NA,"0.671070070169628","6.34544926714578","125.160628505216","44.7047206149677"
"237","cds-hnc-w","1","30","119",NA,NA,NA,"0.798942936178656","0.330285818434826","125.160628505216","37.5496154249639"
"238","cds-hrp-w","1","30","119",NA,NA,NA,"0.948210023822303","1.74328739161791","125.160628505216","31.6385602833725"
"239","cds-hnc-w","1","30","120",NA,NA,NA,"0.415794353002227","3.06224653032351","125.160628505216","72.1510520366285"
"240","cds-hrp-w","1","30","120",NA,NA,NA,"0.208563758529067","3.59126602210261","125.160628505216","143.84090606911"
"241","cds-hnc-w","1","30","121",NA,NA,NA,"0.595643780542718","-8.34509552530279","125.160628505216","50.3656732093562"
"242","cds-hrp-w","1","30","121",NA,NA,NA,"0.766035871498227","-7.90918467070667","125.160628505216","39.1626568888027"
"243","cds-hnc-w","1","30","122",NA,NA,NA,"0.5323845264666","-5.45114891197689","125.160628505216","56.3502478163818"
"244","cds-hrp-w","1","30","122",NA,NA,NA,"0.689672353340426","-6.9632222363174","125.160628505216","43.4989163400491"
