"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1114","2","60","172","17.4553552619227","-28.9107105238455","0.292036937643082","205.453462442926","233.843094975339","2"
"1115","cds-hnc","2","60","172",NA,NA,NA,"0.530252130149174","-21.8916055405858"
"1116","cds-hrp","2","60","172",NA,NA,NA,"0.319983850780432","-30.1233638095854"
"1117","2","60","173","18.1244093919537","-30.2488187839073","0.158756074529352","377.938294190479","233.843094975339","2"
"1118","cds-hnc","2","60","173",NA,NA,NA,NA,NA
"1119","cds-hrp","2","60","173",NA,NA,NA,"0.3054451501091","-24.8765377619629"
"1120","2","60","174","12.1483254425329","-18.2966508850657","0.308170963724791","194.697122904747","233.843094975339","2"
"1121","cds-hnc","2","60","174",NA,NA,NA,"0.557082230006718","-18.1079584928219"
"1122","cds-hrp","2","60","174",NA,NA,NA,"0.347982753348191","-19.7296816279351"
"1123","2","60","175","23.2462871937803","-40.4925743875606","0.178468625730621","336.193545248471","233.843094975339","2"
"1124","cds-hnc","2","60","175",NA,NA,NA,"0.46653407302021","-31.0909869977912"
"1125","cds-hrp","2","60","175",NA,NA,NA,"0.213729258153137","-39.4552149162718"
"1126","2","60","176","29.5806001198323","-53.1612002396645","0.254220952044039","236.015165223699","233.843094975339","2"
"1127","cds-hnc","2","60","176",NA,NA,NA,"0.447319284865806","-35.269204140317"
"1128","cds-hrp","2","60","176",NA,NA,NA,"0.245261977563714","-52.4283024604375"
"1129","2","60","177","11.7707841127068","-17.5415682254137","0.40815891991152","147.001565010527","233.843094975339","2"
"1130","cds-hnc","2","60","177",NA,NA,NA,"0.587237255191053","-14.4367060582127"
"1131","cds-hrp","2","60","177",NA,NA,NA,"0.348245360371664","-19.2868852162169"
"1132","2","60","178","16.7725672439003","-27.5451344878006","0.156733127364554","382.816326126403","233.843094975339","2"
"1133","cds-hnc","2","60","178",NA,NA,NA,"0.545362350083588","-19.6972920724023"
"1134","cds-hrp","2","60","178",NA,NA,NA,"0.304367482837768","-20.9222743614894"
"1135","2","60","179","25.8966786217659","-41.7933572435318","0.100686424664763","595.909530006362","233.843094975339","3"
"1136","cds-hnc","2","60","179",NA,NA,NA,"0.517659650846789","-21.834018691916"
"1137","cds-hrp","2","60","179",NA,NA,NA,"0.153676982735164","-42.2312300991257"
"1138","2","60","180","19.4249666903455","-32.8499333806909","0.378821510168006","158.385937412557","233.843094975339","2"
"1139","cds-hnc","2","60","180",NA,NA,NA,"0.490998035860915","-28.4271885634783"
"1140","cds-hrp","2","60","180",NA,NA,NA,"0.372143657896687","-33.2939743935482"
"1141","2","60","181","12.8969839543938","-19.7939679087875","0.228605927413361","262.460386215223","233.843094975339","2"
"1142","cds-hnc","2","60","181",NA,NA,NA,"0.601233511470024","-12.9216326092615"
"1143","cds-hrp","2","60","181",NA,NA,NA,NA,NA
"1144","2","60","182","21.0424216174886","-36.0848432349771","0.156871864069517","382.477765250571","233.843094975339","2"
"1145","cds-hnc","2","60","182",NA,NA,NA,"0.518173576187696","-21.735284873438"
"1146","cds-hrp","2","60","182",NA,NA,NA,"0.267236134913357","-34.5237259799078"
"1147","2","60","183","22.409518985184","-38.819037970368","0.246933265610103","242.980628194249","233.843094975339","2"
"1148","cds-hnc","2","60","183",NA,NA,NA,"0.526593102136821","-20.4340481548705"
"1149","cds-hrp","2","60","183",NA,NA,NA,"0.213673937878396","-37.8300907715958"
"1150","2","60","184","8.29787372194914","-14.5957474438983","0.585826950936881","102.41932349484","233.843094975339","1"
"1151","cds-hnc","2","60","184",NA,NA,NA,"0.585827036526139","-14.5957474438964"
"1152","cds-hrp","2","60","184",NA,NA,NA,"0.492880303543832","-13.7084963918193"
"1153","2","60","185","26.6001466293421","-47.2002932586842","0.196465278708486","305.39747478244","233.843094975339","2"
"1154","cds-hnc","2","60","185",NA,NA,NA,"0.417914331740686","-44.3378016451772"
"1155","cds-hrp","2","60","185",NA,NA,NA,"0.234623504431391","-46.0508989841019"
"1156","2","60","186","22.8503452017089","-39.7006904034177","0.218961176882032","274.021179710437","233.843094975339","2"
"1157","cds-hnc","2","60","186",NA,NA,NA,"0.466115396761042","-33.2591826928182"
"1158","cds-hrp","2","60","186",NA,NA,NA,"0.247766883081002","-40.3835617438773"
"1159","2","60","187","7.19195890344699","-8.38391780689398","0.506626473673474","118.430447514811","233.843094975339","2"
"1160","cds-hnc","2","60","187",NA,NA,NA,"0.658317403888127","-7.81306152812168"
"1161","cds-hrp","2","60","187",NA,NA,NA,NA,NA
"1162","2","60","188","22.3056154609824","-38.6112309219647","0.262832443572875","228.282320037723","233.843094975339","2"
"1163","cds-hnc","2","60","188",NA,NA,NA,"0.566405290890674","-14.8992170800148"
"1164","cds-hrp","2","60","188",NA,NA,NA,"0.212465394221317","-35.423347342147"
"1165","2","60","189","9.88511385499036","-13.7702277099807","0.386914145634991","155.073162035805","233.843094975339","2"
"1166","cds-hnc","2","60","189",NA,NA,NA,"0.606498774086199","-12.3805081193941"
"1167","cds-hrp","2","60","189",NA,NA,NA,"0.384207945131998","-15.1263161587386"
"1168","2","60","190","12.7064229352772","-19.4128458705545","0.440214723089705","136.297122410814","233.843094975339","2"
"1169","cds-hnc","2","60","190",NA,NA,NA,"0.561361473855015","-17.5511710130794"
"1170","cds-hrp","2","60","190",NA,NA,NA,"0.422651796746417","-20.3824268024668"
"1171","2","60","191","15.7936517938808","-25.5873035877616","0.257023466049283","233.441720019819","233.843094975339","2"
"1172","cds-hnc","2","60","191",NA,NA,NA,"0.518843786623383","-23.662440298317"
"1173","cds-hrp","2","60","191",NA,NA,NA,"0.294310032679828","-24.7850276957631"
"1174","2","60","192","21.623288297047","-37.246576594094","0.22032277815553","272.327720730014","233.843094975339","2"
"1175","cds-hnc","2","60","192",NA,NA,NA,"0.586043667119842","-9.20190242355499"
"1176","cds-hrp","2","60","192",NA,NA,NA,"0.177655520819065","-36.5682005202774"
"1177","2","60","193","14.5360241224791","-23.0720482449581","0.352141190727566","170.386201841463","233.843094975339","2"
"1178","cds-hnc","2","60","193",NA,NA,NA,NA,NA
"1179","cds-hrp","2","60","193",NA,NA,NA,"0.319921759829683","-20.3202746222481"
"1180","2","60","194","20.7645130731651","-35.5290261463302","0.244140534524751","245.760091075402","233.843094975339","2"
"1181","cds-hnc","2","60","194",NA,NA,NA,"0.47211146354904","-32.0425295042744"
"1182","cds-hrp","2","60","194",NA,NA,NA,"0.278874145003158","-34.0599516822238"
"1183","2","60","195","13.9077840926863","-21.8155681853727","0.260468928991702","230.353770917189","233.843094975339","2"
"1184","cds-hnc","2","60","195",NA,NA,NA,NA,NA
"1185","cds-hrp","2","60","195",NA,NA,NA,"0.307381561570348","-21.4223434413577"
"1186","2","60","196","22.9856548554246","-39.9713097108491","0.161239226500419","372.117885345004","233.843094975339","2"
"1187","cds-hnc","2","60","196",NA,NA,NA,"0.463078794831532","-33.8883786493066"
"1188","cds-hrp","2","60","196",NA,NA,NA,"0.275394734692332","-38.8936134576795"
"1189","2","60","197","11.2809928684875","-16.5619857369749","0.282101879168392","212.689118473347","233.843094975339","2"
"1190","cds-hnc","2","60","197",NA,NA,NA,NA,NA
"1191","cds-hrp","2","60","197",NA,NA,NA,"0.32981408641924","-18.3972549587713"
"1192","2","60","198","23.7024179644166","-41.4048359288333","0.0436605492791979","1374.23832247999","233.843094975339","2"
"1193","cds-hnc","2","60","198",NA,NA,NA,"0.45702347539677","-32.4707789790706"
"1194","cds-hrp","2","60","198",NA,NA,NA,"0.241972013742118","-37.5542590701376"
"1195","2","60","199","21.7164336684392","-37.4328673368785","0.306474338485935","195.7749555686","233.843094975339","2"
"1196","cds-hnc","2","60","199",NA,NA,NA,"0.52890871954043","-20.0783086693753"
"1197","cds-hrp","2","60","199",NA,NA,NA,"0.26334454977709","-35.3772744008839"
"1198","2","60","200","20.8332466999165","-35.6664933998331","0.320745665098184","187.064102586183","233.843094975339","2"
"1199","cds-hnc","2","60","200",NA,NA,NA,"0.513400644329936","-20.3872352441714"
"1200","cds-hrp","2","60","200",NA,NA,NA,"0.238362401849108","-35.3282813768339"
"1201","2","120","1","39.0467050884715","-72.0934101769431","0.335525094925521","357.648360181933","467.686189950678","2"
"1202","cds-hnc","2","120","1",NA,NA,NA,"0.480620390865911","-62.7471823080216"
"1203","cds-hrp","2","120","1",NA,NA,NA,"0.318023999199326","-74.5118059925732"
"1204","2","120","2","21.2538669690038","-36.5077339380077","0.260094870809182","461.370113246246","467.686189950678","2"
"1205","cds-hnc","2","120","2",NA,NA,NA,"0.62542776137095","-21.084804575103"
"1206","cds-hrp","2","120","2",NA,NA,NA,"0.328363142751866","-37.6108023210788"
"1207","2","120","3","32.4141693800316","-58.8283387600632","0.327153433330791","366.800368800244","467.686189950678","2"
"1208","cds-hnc","2","120","3",NA,NA,NA,"0.556199854207453","-38.4486466046161"
"1209","cds-hrp","2","120","3",NA,NA,NA,"0.290411525158409","-57.6510941543484"
"1210","2","120","4","40.1144129150215","-74.228825830043","0.241741071610716","496.398891592738","467.686189950678","2"
"1211","cds-hnc","2","120","4",NA,NA,NA,"0.499438163412546","-55.8282144351075"
"1212","cds-hrp","2","120","4",NA,NA,NA,"0.254237106259203","-76.9245251112524"
"1213","2","120","5","31.9889506565941","-57.9779013131881","0.333445713130333","359.878670724119","467.686189950678","2"
"1214","cds-hnc","2","120","5",NA,NA,NA,"0.541517634041942","-42.4795287157724"
"1215","cds-hrp","2","120","5",NA,NA,NA,"0.27240123697592","-60.1325799916448"
"1216","2","120","6","32.8500531723945","-59.7001063447891","0.352074724926223","340.836735795635","467.686189950678","2"
"1217","cds-hnc","2","120","6",NA,NA,NA,"0.511452846984403","-51.7289368521322"
"1218","cds-hrp","2","120","6",NA,NA,NA,"0.290610552420077","-61.3491727641623"
"1219","2","120","7","32.3832070921245","-58.7664141842491","0.367491128410048","326.53849500852","467.686189950678","2"
"1220","cds-hnc","2","120","7",NA,NA,NA,"0.512363222315293","-51.4280594814066"
"1221","cds-hrp","2","120","7",NA,NA,NA,"0.320200332303916","-60.9715170060132"
"1222","2","120","8","38.652270381592","-71.3045407631839","0.286975561842507","418.154072874875","467.686189950678","2"
"1223","cds-hnc","2","120","8",NA,NA,NA,"0.505534893910408","-53.7179769863722"
"1224","cds-hrp","2","120","8",NA,NA,NA,"0.270703296857894","-74.4284652561163"
"1225","2","120","9","36.1372024016822","-66.2744048033643","0.178314427048672","672.968542064437","467.686189950678","2"
"1226","cds-hnc","2","120","9",NA,NA,NA,"0.542374922481554","-36.7245931378303"
"1227","cds-hrp","2","120","9",NA,NA,NA,"0.199325912968398","-70.4964948106726"
"1228","2","120","10","52.2272451819067","-94.4544903638135","0.0774335605710175","1549.71564157821","467.686189950678","3"
"1229","cds-hnc","2","120","10",NA,NA,NA,NA,NA
"1230","cds-hrp","2","120","10",NA,NA,NA,"0.163972029158091","-87.4922125399615"
"1231","2","120","11","42.6220442223881","-79.2440884447761","0.33727406283205","355.793739347682","467.686189950678","2"
"1232","cds-hnc","2","120","11",NA,NA,NA,"0.450445194232127","-75.2046609603833"
"1233","cds-hrp","2","120","11",NA,NA,NA,"0.355871498934949","-79.8563657014901"
"1234","2","120","12","22.2602074532758","-38.5204149065516","0.40113018454165","299.154749815493","467.686189950678","2"
"1235","cds-hnc","2","120","12",NA,NA,NA,"0.588277295491643","-30.6403951380119"
"1236","cds-hrp","2","120","12",NA,NA,NA,"0.371365218736898","-40.4996601172154"
"1237","2","120","13","28.3298104627802","-50.6596209255604","0.342354645334977","350.513719136441","467.686189950678","2"
"1238","cds-hnc","2","120","13",NA,NA,NA,"0.590513009416964","-30.1437938477362"
"1239","cds-hrp","2","120","13",NA,NA,NA,"0.31283577642304","-49.5205034037128"
"1240","2","120","14","33.8878287962836","-61.7756575925673","0.264858563979654","453.072002645223","467.686189950678","2"
"1241","cds-hnc","2","120","14",NA,NA,NA,"0.518475879945651","-49.4424806910772"
"1242","cds-hrp","2","120","14",NA,NA,NA,"0.283593977614469","-63.2817566873687"
"1243","2","120","15","39.5120494727428","-73.0240989454856","0.33734529869191","355.718607804264","467.686189950678","2"
"1244","cds-hnc","2","120","15",NA,NA,NA,"0.471431996775119","-66.3573924485642"
"1245","cds-hrp","2","120","15",NA,NA,NA,"0.339728878571537","-74.2594854680732"
"1246","2","120","16","24.6666598515059","-43.3333197030117","0.251545727357513","477.050440333849","467.686189950678","2"
"1247","cds-hnc","2","120","16",NA,NA,NA,"0.561564870905323","-37.0499994482934"
"1248","cds-hrp","2","120","16",NA,NA,NA,"0.334786923726007","-43.4955461154002"
"1249","2","120","17","27.8108399785603","-49.6216799571206","0.407397025539514","294.552960569814","467.686189950678","2"
"1250","cds-hnc","2","120","17",NA,NA,NA,"0.529904810320231","-45.8880775549495"
"1251","cds-hrp","2","120","17",NA,NA,NA,"0.426785246694355","-51.1266924139195"
"1252","2","120","18","24.7039925356087","-43.4079850712175","0.369406111798535","324.845735268844","467.686189950678","2"
"1253","cds-hnc","2","120","18",NA,NA,NA,"0.611894696533137","-25.6834554493904"
"1254","cds-hrp","2","120","18",NA,NA,NA,"0.378061594015989","-41.1190296077315"
"1255","2","120","19","35.3190094952792","-64.6380189905584","0.320284695485453","374.666669033676","467.686189950678","2"
"1256","cds-hnc","2","120","19",NA,NA,NA,"0.515025157318912","-50.5559989664632"
"1257","cds-hrp","2","120","19",NA,NA,NA,"0.300154640435117","-67.7942759026117"
"1258","2","120","20","31.795502992485","-57.59100598497","0.381004258835693","314.957109316066","467.686189950678","2"
"1259","cds-hnc","2","120","20",NA,NA,NA,"0.530769412467361","-45.6273403742846"
"1260","cds-hrp","2","120","20",NA,NA,NA,"0.324020020063564","-58.0318542343558"
"1261","2","120","21","37.212762019338","-68.4255240386761","0.298055845928574","402.609113826127","467.686189950678","2"
"1262","cds-hnc","2","120","21",NA,NA,NA,"0.547817167345555","-42.1512431785827"
"1263","cds-hrp","2","120","21",NA,NA,NA,"0.241692381088356","-68.6395324947496"
"1264","2","120","22","29.5909976327387","-53.1819952654775","0.205132034399229","584.989079601557","467.686189950678","2"
"1265","cds-hnc","2","120","22",NA,NA,NA,"0.542660719951434","-42.1547563543099"
"1266","cds-hrp","2","120","22",NA,NA,NA,"0.298200929180093","-48.5987321687502"
"1267","2","120","23","29.720227629134","-53.440455258268","0.243146786212469","493.529040088321","467.686189950678","2"
"1268","cds-hnc","2","120","23",NA,NA,NA,"0.553602174781525","-39.1399015727705"
"1269","cds-hrp","2","120","23",NA,NA,NA,"0.217917339900868","-52.3153882905529"
"1270","2","120","24","46.9026429095062","-87.8052858190124","0.263046326861319","456.193406811058","467.686189950678","2"
"1271","cds-hnc","2","120","24",NA,NA,NA,"0.463459756149372","-69.6178745174516"
"1272","cds-hrp","2","120","24",NA,NA,NA,"0.262698595887191","-89.0798650147336"
"1273","2","120","25","23.7069799744856","-41.4139599489713","0.42130703325233","284.8279058473","467.686189950678","2"
"1274","cds-hnc","2","120","25",NA,NA,NA,"0.579444381780352","-32.6610112882407"
"1275","cds-hrp","2","120","25",NA,NA,NA,"0.352606636050944","-43.3558037072957"
"1276","2","120","26","37.0829201075942","-68.1658402151883","0.345983330972792","346.837518624378","467.686189950678","2"
"1277","cds-hnc","2","120","26",NA,NA,NA,"0.508287686618432","-52.7855702734677"
"1278","cds-hrp","2","120","26",NA,NA,NA,"0.264805767423327","-69.2972929886405"
"1279","2","120","27","25.535624011765","-45.0712480235301","0.32261765762947","371.957322118498","467.686189950678","2"
"1280","cds-hnc","2","120","27",NA,NA,NA,"0.5641968503347","-36.3779306573808"
"1281","cds-hrp","2","120","27",NA,NA,NA,"0.315347036539279","-48.3017946743411"
"1282","2","120","28","51.3237736624468","-92.6475473248935","0.169923177823521","706.201481969867","467.686189950678","3"
"1283","cds-hnc","2","120","28",NA,NA,NA,"0.495078829890818","-51.4951011277104"
"1284","cds-hrp","2","120","28",NA,NA,NA,"0.179042506785352","-93.7550785685494"
"1285","2","120","29","52.575165839288","-99.1503316785761","0.132643405924379","904.681232841781","467.686189950678","2"
"1286","cds-hnc","2","120","29",NA,NA,NA,NA,NA
"1287","cds-hrp","2","120","29",NA,NA,NA,"0.149781523015495","-102.319142114964"
"1288","2","120","30","25.3505597103443","-44.7011194206887","0.344062093453484","348.774254075809","467.686189950678","2"
"1289","cds-hnc","2","120","30",NA,NA,NA,"0.617302797663217","-24.6347492517779"
"1290","cds-hrp","2","120","30",NA,NA,NA,"0.321795396929962","-42.4195407172723"
"1291","2","120","31","38.8042888627524","-71.6085777255047","0.242906446686488","494.0173537464","467.686189950678","2"
"1292","cds-hnc","2","120","31",NA,NA,NA,"0.509205943066518","-52.4773327289836"
"1293","cds-hrp","2","120","31",NA,NA,NA,"0.260789795419265","-71.9017938251604"
"1294","2","120","32","34.7887457054356","-63.5774914108712","0.327230305859978","366.714200521965","467.686189950678","2"
