"","","","","","","","1","","",""
"256","mmds-MS","1","30","52","1.59906753767117","-1.19813507534235","0.710521340903227","42.2225178512773","59.4346982654428","1"
"257","cds-hnc","1","30","52","ll","-1.19813507534233","0.71052133359686","42.222518285456","59.4346982654428","mt"
"258","cds-hnc","1","30","52","ll","0.300971815485755","0.766801439069862","39.1235572489148","59.4346982654428","mt"
"259","cds-hnc-w","1","30","52","ll","-1.19813507534233","0.71052133359686","42.222518285456","59.4346982654428","mt"
"260","cds-hnc-w","1","30","52","ll","0.300971815485755","0.766801439069862","39.1235572489148","59.4346982654428","mt"
"261","mmds-MS","1","30","53","1.01390117319872","-0.0278023463974408","0.759322824383741","39.5088874410534","59.4346982654428","1"
"262","cds-hnc","1","30","53",NA,NA,NA,NA,NA,NA
"263","cds-hnc","1","30","53","ll","0.242948192238051","0.51477254427908","58.2781664123402","59.4346982654428","mt"
"264","cds-hnc-w","1","30","53","ll","3.59151800073796","0.725335732904565","41.3601572886348","59.4346982654428","mt"
"265","cds-hnc-w","1","30","53","ll","0.242948192238051","0.51477254427908","58.2781664123402","59.4346982654428","mt"
"266","mmds-MS","1","30","54","7.55120499210216","-9.10240998420433","0.171154292987341","175.280441269556","59.4346982654428","2"
"267","cds-hnc","1","30","54","ll","-1.26073319241107","0.648981835651849","46.2262552693289","59.4346982654428","mt"
"268","cds-hnc","1","30","54","ll","-5.62414618729345","0.321200008342182","93.3997485082263","59.4346982654428","mt"
"269","cds-hnc-w","1","30","54","ll","0.114983487111524","0.639163631601434","46.9363376086255","59.4346982654428","mt"
"270","cds-hnc-w","1","30","54","ll","-4.546648753049","0.383384169423601","78.2504923067206","59.4346982654428","mt"
"271","mmds-MS","1","30","55","1.51692752264429","-1.03385504528859","0.716524912213891","41.8687466250226","59.4346982654428","1"
"272","cds-hnc","1","30","55","ll","-1.03385504528856","0.716524911731834","41.8687466531907","59.4346982654428","mt"
"273","cds-hnc","1","30","55","ll","0.527281635848628","0.656353467033999","45.7070793509589","59.4346982654428","mt"
"274","cds-hnc-w","1","30","55","ll","-1.03385504528856","0.716524911731834","41.8687466531907","59.4346982654428","mt"
"275","cds-hnc-w","1","30","55","ll","0.527281635848628","0.656353467033999","45.7070793509589","59.4346982654428","mt"
"276","mmds-MS","1","30","56","2.75061362650546","-3.50122725301091","0.643316102453544","46.6333733689907","59.4346982654428","1"
"277","cds-hnc","1","30","56","ll","-3.50122725301024","0.643316018301757","46.6333794690747","59.4346982654428","mt"
"278","cds-hnc","1","30","56","ll","-1.81166119603567","0.741037367711992","40.483788412219","59.4346982654428","mt"
"279","cds-hnc-w","1","30","56","ll","-3.50122725301024","0.643316018301757","46.6333794690747","59.4346982654428","mt"
"280","cds-hnc-w","1","30","56","ll","-1.81166119603567","0.741037367711992","40.483788412219","59.4346982654428","mt"
"281","mmds-MS","1","30","57","1.39746386166082","-0.794927723321643","0.725677488265471","41.340678862323","59.4346982654428","1"
"282","cds-hnc","1","30","57",NA,NA,NA,NA,NA,NA
"283","cds-hrp","1","30","57",NA,NA,NA,NA,NA,NA
"284","cds-hnc-w","1","30","57",NA,NA,NA,NA,NA,NA
"285","cds-hrp-w","1","30","57",NA,NA,NA,NA,NA,NA
"286","mmds-MS","1","30","58","4.38125502232483","-2.76251004464967","0.412261474825079","72.7693510841121","59.4346982654428","2"
"287","cds-hnc","1","30","58","ll","1.49633714154835","0.73768809418316","40.6675941181061","59.4346982654428","mt"
"288","cds-hnc","1","30","58","ll","-2.61514212939654","0.439033803384506","68.3318682268435","59.4346982654428","mt"
"289","cds-hnc-w","1","30","58","ll","1.50222105163125","0.72590886111378","41.3275021246748","59.4346982654428","mt"
"290","cds-hnc-w","1","30","58","ll","-2.61514212939654","0.439033803384506","68.3318682268435","59.4346982654428","mt"
"291","mmds-MS","1","30","59","2.03731326605931","-2.07462653211861","0.681739294710011","44.0050914371321","59.4346982654428","1"
"292","cds-hnc","1","30","59","ll","-2.07462653211815","0.681739223179331","44.0050960543142","59.4346982654428","mt"
"293","cds-hnc","1","30","59","ll","-2.35897374763315","0.461132839334003","65.0571753755987","59.4346982654428","mt"
"294","cds-hnc-w","1","30","59","ll","-2.07462653211815","0.681739223179331","44.0050960543142","59.4346982654428","mt"
"295","cds-hnc-w","1","30","59","ll","-2.35897374763315","0.461132839334003","65.0571753755987","59.4346982654428","mt"
"296","mmds-MS","1","30","60","9.82616085215058","-13.6523217043012","0.254479315309851","117.887773957079","59.4346982654428","2"
"297","cds-hnc","1","30","60","ll","0.0127775191364305","0.684359479820533","43.8366105600922","59.4346982654428","mt"
"298","cds-hnc","1","30","60","ll","-8.14481203852085","0.318131533389719","94.3006173589502","59.4346982654428","mt"
"299","cds-hnc-w","1","30","60",NA,NA,NA,NA,NA,NA
"300","cds-hnc-w","1","30","60","ll","-8.15032425175453","0.318908408725225","94.0708967816784","59.4346982654428","mt"
"301","mmds-MS","1","30","61","6.35057270121086","-10.7011454024217","0.520479625341002","57.6391438576389","59.4346982654428","1"
"302","cds-hnc","1","30","61","ll","-10.7011454024217","0.520479625495795","57.6391438404967","59.4346982654428","mt"
"303","cds-hnc","1","30","61","ll","-8.14789637900421","0.559803533348443","53.5902298089406","59.4346982654428","mt"
"304","cds-hnc-w","1","30","61","ll","-10.7011454024217","0.520479625495795","57.6391438404967","59.4346982654428","mt"
"305","cds-hnc-w","1","30","61","ll","-8.14789637900421","0.559803533348443","53.5902298089406","59.4346982654428","mt"
"306","mmds-MS","1","30","62","6.28748709180062","-6.57497418360125","0.28545826656011","105.094171423068","59.4346982654428","2"
"307","cds-hnc","1","30","62","ll","-3.07988417272591","0.608475243656249","49.3035670929418","59.4346982654428","mt"
"308","cds-hnc","1","30","62","ll","-7.07273608488331","0.310967392725165","96.4731373829736","59.4346982654428","mt"
"309","cds-hnc-w","1","30","62","ll","-3.07637581493997","0.608628160866636","49.291179621532","59.4346982654428","mt"
"310","cds-hnc-w","1","30","62","ll","-7.07273608488331","0.310967392725165","96.4731373829736","59.4346982654428","mt"
"311","mmds-MS","1","30","63","1.23880200073919","-0.477604001478387","0.738715365792245","40.6110409898217","59.4346982654428","1"
"312","cds-hnc","1","30","63","ll","-0.477604001478363","0.738715366493648","40.6110409512619","59.4346982654428","mt"
"313","cds-hrp","1","30","63",NA,NA,NA,NA,NA,NA
"314","cds-hnc-w","1","30","63","ll","-0.477604001478363","0.738715366493648","40.6110409512619","59.4346982654428","mt"
"315","cds-hrp-w","1","30","63",NA,NA,NA,NA,NA,NA
"316","mmds-MS","1","30","64","2.68132340834453","-3.36264681668906","0.64669964969873","46.3893865010995","59.4346982654428","1"
"317","cds-hnc","1","30","64","ll","-3.36264681668903","0.646699647109232","46.3893866868506","59.4346982654428","mt"
"318","cds-hnc","1","30","64","ll","-2.31724100642624","0.721797102360511","41.5629266200851","59.4346982654428","mt"
"319","cds-hnc-w","1","30","64","ll","-3.36264681668903","0.646699647109232","46.3893866868506","59.4346982654428","mt"
"320","cds-hnc-w","1","30","64","ll","-2.31724100642624","0.721797102360511","41.5629266200851","59.4346982654428","mt"
"321","mmds-MS","1","30","65","5.63614450628555","-9.2722890125711","0.539389983865926","55.6183853934095","59.4346982654428","1"
"322","cds-hnc","1","30","65","ll","-9.27228901256975","0.539389891081366","55.6183949607512","59.4346982654428","mt"
"323","cds-hnc","1","30","65","ll","-6.80383101761899","0.562373180351852","53.3453604263815","59.4346982654428","mt"
"324","cds-hnc-w","1","30","65","ll","-9.27228901256975","0.539389891081366","55.6183949607512","59.4346982654428","mt"
"325","cds-hnc-w","1","30","65","ll","-6.80383101761899","0.562373180351852","53.3453604263815","59.4346982654428","mt"
"326","mmds-MS","1","30","66","0.479750786239478","1.04049842752104","0.825020557362128","36.3627302765888","59.4346982654428","1"
"327","cds-hnc","1","30","66","ll","1.04049842752106","0.825020552755417","36.3627304796293","59.4346982654428","mt"
"328","cds-hnc","1","30","66","ll","2.45503170499866","0.762322352577235","39.3534308663218","59.4346982654428","mt"
"329","cds-hnc-w","1","30","66","ll","1.04049842752106","0.825020552755417","36.3627304796293","59.4346982654428","mt"
"330","cds-hnc-w","1","30","66","ll","2.45503170499866","0.762322352577235","39.3534308663218","59.4346982654428","mt"
"331","mmds-MS","1","30","67","1.77825701748005","-1.55651403496011","0.698144322295004","42.9710577626432","59.4346982654428","1"
"332","cds-hnc","1","30","67","ll","-1.5565140349601","0.698144320252236","42.9710578883763","59.4346982654428","mt"
"333","cds-hnc","1","30","67","ll","-1.50554935202914","0.514084962047842","58.3561127337705","59.4346982654428","mt"
"334","cds-hnc-w","1","30","67","ll","-1.5565140349601","0.698144320252236","42.9710578883763","59.4346982654428","mt"
"335","cds-hnc-w","1","30","67","ll","-1.50554935202914","0.514084962047842","58.3561127337705","59.4346982654428","mt"
"336","mmds-MS","1","30","68","5.36151816787943","-8.72303633575887","0.547168664102496","54.8277011608625","59.4346982654428","1"
"337","cds-hnc","1","30","68","ll","-8.72303633575884","0.547168665225497","54.827701048335","59.4346982654428","mt"
"338","cds-hnc","1","30","68","ll","-9.43120390988187","0.381861233066951","78.562570384672","59.4346982654428","mt"
"339","cds-hnc-w","1","30","68","ll","-8.72303633575884","0.547168665225497","54.827701048335","59.4346982654428","mt"
"340","cds-hnc-w","1","30","68","ll","-9.43120390988187","0.381861233066951","78.562570384672","59.4346982654428","mt"
"341","mmds-MS","1","30","69","2.81671303252204","-3.63342606504408","0.640147298909403","46.8642139881087","59.4346982654428","1"
"342","cds-hnc","1","30","69","ll","-3.63342606504405","0.640147296096003","46.8642141940734","59.4346982654428","mt"
"343","cds-hnc","1","30","69","ll","-2.81466341009577","0.482140134479882","62.222573593387","59.4346982654428","mt"
"344","cds-hnc-w","1","30","69","ll","-3.63342606504405","0.640147296096003","46.8642141940734","59.4346982654428","mt"
"345","cds-hnc-w","1","30","69","ll","-2.81466341009577","0.482140134479882","62.222573593387","59.4346982654428","mt"
"346","mmds-MS","1","30","70","1.94915757865086","-1.89831515730172","0.687143872126819","43.6589791700321","59.4346982654428","1"
"347","cds-hnc","1","30","70","ll","-1.8983151573017","0.687143869975283","43.658979306734","59.4346982654428","mt"
"348","cds-hnc","1","30","70","ll","-0.918413984341392","0.656682691841357","45.6841643197252","59.4346982654428","mt"
"349","cds-hnc-w","1","30","70","ll","-1.8983151573017","0.687143869975283","43.658979306734","59.4346982654428","mt"
"350","cds-hnc-w","1","30","70","ll","-0.918413984341392","0.656682691841357","45.6841643197252","59.4346982654428","mt"
"351","mmds-MS","1","30","71","8.45993911077458","-14.9198782215492","0.473127314143882","63.4078800846336","59.4346982654428","1"
"352","cds-hnc","1","30","71","ll","-14.9198782215473","0.473127405805917","63.4078678002145","59.4346982654428","mt"
"353","cds-hnc","1","30","71","ll","-13.8937272149349","0.379864464220481","78.9755368709282","59.4346982654428","mt"
"354","cds-hnc-w","1","30","71","ll","-14.9198782215473","0.473127405805917","63.4078678002145","59.4346982654428","mt"
"355","cds-hnc-w","1","30","71","ll","-13.8937272149349","0.379864464220481","78.9755368709282","59.4346982654428","mt"
"356","mmds-MS","1","30","72","6.45828914082788","-10.9165782816558","0.51777748954534","57.9399464166412","59.4346982654428","1"
"357","cds-hnc","1","30","72","ll","-10.9165782816558","0.517777482521527","57.9399472026147","59.4346982654428","mt"
"358","cds-hnc","1","30","72","ll","-11.1116470390599","0.616173811722273","48.6875609272434","59.4346982654428","mt"
"359","cds-hnc-w","1","30","72","ll","-10.9165782816558","0.517777482521527","57.9399472026147","59.4346982654428","mt"
"360","cds-hnc-w","1","30","72","ll","-11.1116470390599","0.616173811722273","48.6875609272434","59.4346982654428","mt"
"361","mmds-MS","1","30","73","1.34770786145671","-0.695415722913419","0.729650674232086","41.1155653786974","59.4346982654428","1"
"362","cds-hnc","1","30","73","ll","-0.695415722913402","0.729650672379806","41.1155654830728","59.4346982654428","mt"
"363","cds-hrp","1","30","73",NA,NA,NA,NA,NA,NA
"364","cds-hnc-w","1","30","73","ll","-0.695415722913402","0.729650672379806","41.1155654830728","59.4346982654428","mt"
"365","cds-hrp-w","1","30","73",NA,NA,NA,NA,NA,NA
"366","mmds-MS","1","30","74","5.96918253618151","-5.93836507236301","0.416316392442122","72.0605783116521","59.4346982654428","2"
"367","cds-hnc","1","30","74","ll","-4.83290500295869","0.613691444276706","48.8845009650703","59.4346982654428","mt"
"368","cds-hnc","1","30","74","ll","-6.5558824573108","0.474561731248667","63.2162225155914","59.4346982654428","mt"
"369","cds-hnc-w","1","30","74","ll","-4.83290500295869","0.613691444276706","48.8845009650703","59.4346982654428","mt"
"370","cds-hnc-w","1","30","74","ll","-6.5558824573108","0.474561731248667","63.2162225155914","59.4346982654428","mt"
"371","mmds-MS","1","30","75","7.16638336181924","-8.33276672363848","0.0794738135200573","377.482829516275","59.4346982654428","2"
"372","cds-hnc","1","30","75","ll","-7.4738130873656","0.566109594095851","52.993272526875","59.4346982654428","mt"
"373","cds-hrp","1","30","75",NA,NA,NA,NA,NA,NA
"374","cds-hnc-w","1","30","75","ll","-7.4738130873656","0.566109594095851","52.993272526875","59.4346982654428","mt"
"375","cds-hrp-w","1","30","75",NA,NA,NA,NA,NA,NA
"376","mmds-MS","1","30","76","4.76771037747556","-7.53542075495113","0.565130668113786","53.0850680960738","59.4346982654428","1"
"377","cds-hnc","1","30","76","ll","-7.5354207549511","0.565130667399332","53.0850681631854","59.4346982654428","mt"
"378","cds-hnc","1","30","76","ll","-7.57584686617306","0.385480171126981","77.8250147401685","59.4346982654428","mt"
"379","cds-hnc-w","1","30","76","ll","-7.5354207549511","0.565130667399332","53.0850681631854","59.4346982654428","mt"
"380","cds-hnc-w","1","30","76","ll","-7.57584686617306","0.385480171126981","77.8250147401685","59.4346982654428","mt"
"381","mmds-MS","1","30","77","1.33037096081936","-0.660741921638728","0.731058955786839","41.0363620642756","59.4346982654428","1"
"382","cds-hnc","1","30","77","ll","-0.660741921638707","0.731058968103277","41.0363613729199","59.4346982654428","mt"
"383","cds-hnc","1","30","77","ll","0.582156525559257","0.764991171264682","39.2161388613205","59.4346982654428","mt"
"384","cds-hnc-w","1","30","77","ll","-0.660741921638707","0.731058968103277","41.0363613729199","59.4346982654428","mt"
"385","cds-hnc-w","1","30","77","ll","0.582156525559257","0.764991171264682","39.2161388613205","59.4346982654428","mt"
"386","mmds-MS","1","30","78","9.12668984508288","-12.2533796901658","0.0122221283454806","2454.56430762266","59.4346982654428","2"
"387","cds-hnc","1","30","78","ll","-11.6366884337176","0.508998773135308","58.9392383309833","59.4346982654428","mt"
"388","cds-hnc","1","30","78","ll","-10.0533702694789","0.573731028849061","52.289310655172","59.4346982654428","mt"
"389","cds-hnc-w","1","30","78","ll","-11.6366884337176","0.508998773135308","58.9392383309833","59.4346982654428","mt"
"390","cds-hnc-w","1","30","78","ll","-10.0533702694789","0.573731028849061","52.289310655172","59.4346982654428","mt"
"391","mmds-MS","1","30","79","3.87421158601803","-5.74842317203605","0.59579555244567","50.3528431470386","59.4346982654428","1"
"392","cds-hnc","1","30","79","ll","-5.74842317203519","0.595795638340401","50.3528358877643","59.4346982654428","mt"
"393","cds-hnc","1","30","79","ll","-5.3516759926057","0.525190217516444","57.1221606942073","59.4346982654428","mt"
"394","cds-hnc-w","1","30","79","ll","-5.74842317203519","0.595795638340401","50.3528358877643","59.4346982654428","mt"
"395","cds-hnc-w","1","30","79","ll","-5.3516759926057","0.525190217516444","57.1221606942073","59.4346982654428","mt"
"396","mmds-MS","1","30","80","1.51087551636797","-1.02175103273595","0.716976209594461","41.8423925348496","59.4346982654428","1"
"397","cds-hnc","1","30","80","ll","-1.02175103273595","0.716976208355415","41.8423926071597","59.4346982654428","mt"
"398","cds-hnc","1","30","80","ll","1.01366080560118","0.793515682810136","37.8064361548076","59.4346982654428","mt"
"399","cds-hnc-w","1","30","80","ll","-1.02175103273595","0.716976208355415","41.8423926071597","59.4346982654428","mt"
