"","","","","beta_1","beta_2","alpha_1","",""
"1",1,30,1,-5.31972499883982,-0.294017538747424,-12.5452319685877,39.1522564531432,59.4346982654428
"2",1,30,2,-0.433700186443909,-0.783360368775172,-5.63758188597426,53.9357709096073,59.4346982654428
"3",1,30,3,0.434697727368586,-2.32937063410835,-0.0458477473279455,82.2004463835168,59.4346982654428
"4",1,30,4,6.27518862792158,-0.695208586448257,-1.21002220239850,49.4757648414476,59.4346982654428
"5",1,30,5,-2.57724360089388,4.9245835265581,0.260301035666450,53.050090920464,59.4346982654428
"6",1,30,6,0.82503934997451,-2.58756199570339,0.0864422760653472,71.482272444035,59.4346982654428
"7",1,30,7,3.51054240279161,-1.33792614333022,-0.168187602075143,61.2216176101986,59.4346982654428
"8",1,30,8,0.845851993421586,-4.46710107714756,-0.552847299048956,251.034813956704,59.4346982654428
"9",1,30,9,-8.34342596618496,0.0174839183154435,-12.0969969642349,34.8867585312482,59.4346982654428
"10",1,30,10,-0.770397355076601,-0.770397399743376,-0.581073240549574,53.357238837825,59.4346982654428
"11",1,30,11,-0.62315125484121,-5.60846411565043,-0.546000246124261,402.953116725478,59.4346982654428
"12",1,30,12,-0.653225056979024,-3.59266612532286,0.0458281258305878,126.341083940605,59.4346982654428
"13",1,30,13,5.97637764776845,-3.06345572920619,-0.262769359253401,121.203486365754,59.4346982654428
"14",1,30,14,-0.058196673573881,-3.18391083612284,-0.0368089591152699,102.927360260514,59.4346982654428
"15",1,30,15,-2.68928063099662,-0.462433558253725,0.0625059812737695,62.4780005759444,59.4346982654428
"16",1,30,16,-1.88399588001711,-0.467706081045551,0.00687322321111441,56.358793296476,59.4346982654428
"17",1,30,17,-0.567417776047682,-2.42751614125972,0.147239272056079,90.0489044511887,59.4346982654428
"18",1,30,18,4.4739987618631,-5.22203391160526,-0.197025954357706,128.834246141629,59.4346982654428
"19",1,30,19,-1.51103771079218,0.65309560226562,-0.0141793572427634,40.4345305984788,59.4346982654428
"20",1,30,20,-3.8470726285379,-0.371728347800916,0.223683163441053,72.6665811481634,59.4346982654428
"21",1,30,21,-3.78902234690145,-0.568950598951467,0.0402371275781621,68.4548012468691,59.4346982654428
"22",1,30,22,8.18521818976774,-1.80309040282619,0.0156682866256034,63.8485912341038,59.4346982654428
"23",1,30,23,-4.11915760270768,-0.225794827217141,0.230029243528516,68.893652877509,59.4346982654428
"24",1,30,24,2.9433541434939,-1.78683475069973,-0.313134100768331,84.8819845909031,59.4346982654428
"25",1,30,25,0.21237359692328,-3.57878799496538,-0.252368885355161,141.291342122852,59.4346982654428
"26",1,30,26,-2.05967952502639,5.97217002923645,0.04878182599235,42.5157776137269,59.4346982654428
"27",1,30,27,0.646762594844545,0.438434152797364,-11.7943776965333,32.0932905963659,59.4346982654428
"28",1,30,28,-0.127849272144890,-3.18684651630110,-0.058127065072474,108.333481411656,59.4346982654428
"29",1,30,29,0.756458531281305,-2.66929736370008,-0.245286843260760,111.494088936290,59.4346982654428
"30",1,30,30,5.63084069412158,-1.07727866502903,-0.587880929641081,62.0004488227517,59.4346982654428
"31",1,30,31,-2.18757913178646,-0.784184208879225,-0.428502065250905,60.4571620813843,59.4346982654428
"32",1,30,32,4.70427876318225,-2.45395490049262,0.00763510372501182,75.0156047370261,59.4346982654428
"33",1,30,33,0.227293098690216,-4.68565287024283,-0.479809747817184,237.219465806235,59.4346982654428
"34",1,30,34,-6.39473213092466,-0.0834326264487545,-5.24123885252477,35.9895457482535,59.4346982654428
"35",1,30,35,5.05617103143133,-0.953189950666657,-0.102728340671099,48.4104815617667,59.4346982654428
"36",1,30,36,NA,NA,NA,NA,NA
"37",1,30,37,-0.524113220302447,-3.86649492423102,-0.237503794453176,184.233914706837,59.4346982654428
"38",1,30,38,3.5392795383024,-0.791919004774399,-0.726071587110535,51.2330614939391,59.4346982654428
"39",1,30,39,-3.85936146985187,-0.905695367027796,0.237395479059369,107.312532081935,59.4346982654428
"40",1,30,40,-0.587533330415978,-0.587390012558288,-1.93462982809751,46.4089010443280,59.4346982654428
"41",1,30,41,-0.612099637889532,-6.12113285207242,-0.447842053528498,333.515672641196,59.4346982654428
"42",1,30,42,3.26806777818722,-0.94455763369931,-0.447979886829242,54.1792894522755,59.4346982654428
"43",1,30,43,NA,NA,NA,NA,NA
"44",1,30,44,0.0556378758099725,-3.75235511228693,-0.0709199094716311,111.201019772305,59.4346982654428
"45",1,30,45,5.15378135914777,-1.75895356966735,-0.294507780800730,82.4768783658646,59.4346982654428
"46",1,30,46,-0.868575676641421,-3.58415335583638,-0.037641828086868,165.741613449722,59.4346982654428
"47",1,30,47,-0.370197497791429,-4.43005207184638,-0.221779596100299,174.482181094163,59.4346982654428
"48",1,30,48,-0.654041292649463,-0.654041322865228,-0.237772716577063,48.6877809423238,59.4346982654428
"49",1,30,49,3.76184982908476,-1.43626253001457,-0.105395879107768,61.588540261404,59.4346982654428
"50",1,30,50,-0.368910595462335,-1.98338125005815,0.166734845946347,73.0958526170376,59.4346982654428
"51",1,30,51,0.0264572797468301,-3.12040702975683,-0.155414384394369,118.21755755038,59.4346982654428
"52",1,30,52,-0.465063077036902,-2.90020804300359,-0.156437754347678,134.067525231378,59.4346982654428
"53",1,30,53,-1.25110238631852,-0.862314496448173,-1.17554537690935,58.1761171028547,59.4346982654428
"54",1,30,54,3.63026364292622,-1.05560617101795,-0.229459965730800,54.0145527030464,59.4346982654428
"55",1,30,55,-0.096579573064173,-4.85978920443138,-0.513544139783741,277.840222452709,59.4346982654428
"56",1,30,56,-1.00713661772620,-6.0923527154934,-0.247065077329601,311.253827206600,59.4346982654428
"57",1,30,57,-0.794966914748323,0.354654663216953,-9.1312021899519,32.4775229271303,59.4346982654428
"58",1,30,58,-0.474452388148834,-5.8926662856954,-0.724787754724327,544.110064310621,59.4346982654428
"59",1,30,59,3.8263234108562,-1.16300399128930,0.19184480378594,45.6787416342554,59.4346982654428
"60",1,30,60,-0.599281988033507,-3.09402183655725,-0.0049409325104713,122.873615396042,59.4346982654428
"61",1,30,61,4.71817510026660,-1.08924425049966,-0.424364488957123,59.4785773322874,59.4346982654428
"62",1,30,62,-0.455955125233483,-4.67000800921109,-0.326654711178990,223.728076128758,59.4346982654428
"63",1,30,63,-4.63919653769564,-0.585123260713217,-7.16399369727767,46.3360855879418,59.4346982654428
"64",1,30,64,-0.399757549717664,-2.54741733616814,0.0403815559001196,95.1825506729662,59.4346982654428
"65",1,30,65,-1.83249023073520,-0.278888469031967,0.0706337377145554,53.1533407963598,59.4346982654428
"66",1,30,66,0.7863361360758,-0.142226759461548,-2.85086616367271,36.7415493384757,59.4346982654428
"67",1,30,67,0.00338455933728009,-2.67784255823059,0.172314818275196,72.6793384279103,59.4346982654428
"68",1,30,68,0.328261057139293,-1.71888013425127,0.0993505086669808,61.3960808246826,59.4346982654428
"69",1,30,69,-0.343420405305262,-2.39847657424301,-0.218052829063106,118.767980090414,59.4346982654428
"70",1,30,70,-7.15481093899138,-1.03085817786562,-8.92894109431608,67.4463598095666,59.4346982654428
"71",1,30,71,-7.96668701247132,-0.586154673512937,-7.79653465694928,46.3691738969138,59.4346982654428
"72",1,30,72,-4.13854803598398,-0.303710874756588,0.262936838417941,74.1159961921234,59.4346982654428
"73",1,30,73,-0.397018309473702,-5.02516271150712,-0.290828977285434,207.140274419254,59.4346982654428
"74",1,30,74,-0.237879029926362,-3.01974991018873,-0.231288243275594,139.053326125725,59.4346982654428
"75",1,30,75,-4.92532898880863,-0.671479062062489,0.107317215295836,79.3914989465027,59.4346982654428
"76",1,30,76,-0.0191611390080262,-1.75091662507615,0.225134781319447,59.1416727290538,59.4346982654428
"77",1,30,77,-0.243047889120584,-3.93961727553593,-0.139842746210268,138.460995666580,59.4346982654428
"78",1,30,78,NA,NA,NA,NA,NA
"79",1,30,79,4.0902060901167,-1.85665080576474,-0.209916298202523,80.1235525446017,59.4346982654428
"80",1,30,80,5.68866823076385,-1.28207279778836,0.200144033533295,47.1942086554462,59.4346982654428
"81",1,30,81,-0.685185397548398,-6.10384505670395,-0.410299020966165,325.621935161833,59.4346982654428
"82",1,30,82,-0.889965376010392,-6.75020632267124,-0.646968527751365,644.29961948741,59.4346982654428
"83",1,30,83,-3.71605193775351,0.0685273826205904,0.00871246885539084,50.3485184178161,59.4346982654428
"84",1,30,84,-0.324204484759036,-3.69754492563783,-0.255972894333591,168.219517782574,59.4346982654428
"85",1,30,85,-0.0726232336416673,-3.21263115760357,-0.463019783988383,193.058037948829,59.4346982654428
"86",1,30,86,-0.708239718837086,-0.708557652285292,-0.199407842740734,50.7582681894556,59.4346982654428
"87",1,30,87,-0.0513261826854643,-0.0508554428718926,-1.73106289163246,35.6087955587607,59.4346982654428
"88",1,30,88,-7.57094967387007,-0.66027855941864,-8.26034265011723,48.9151714737119,59.4346982654428
"89",1,30,89,-0.526363991728272,-4.33851987383057,-0.288696098493369,211.707593573136,59.4346982654428
"90",1,30,90,-0.44245330817582,-0.442924574158929,-0.649846358097538,42.3288758435615,59.4346982654428
"91",1,30,91,-0.421294865082429,-7.24551320624387,-1.01661447136055,1092.20296955237,59.4346982654428
"92",1,30,92,-2.49048101314293,-0.928893523762604,-0.0320264501279331,80.7880600606174,59.4346982654428
"93",1,30,93,-0.0482446917627053,-2.31772862660587,0.00271108046043641,83.9832708507721,59.4346982654428
"94",1,30,94,-0.0929460299507877,-1.92831382887286,0.0177023624004495,75.3341078331324,59.4346982654428
"95",1,30,95,4.61143353751226,-2.0730383192907,-0.372441698014817,102.221309332276,59.4346982654428
"96",1,30,96,3.12383627109611,-1.25839914425772,-0.0425365964469935,54.5891146342584,59.4346982654428
"97",1,30,97,-0.43161896181913,-7.50041674929969,-1.11841785374442,1416.79002323111,59.4346982654428
"98",1,30,98,-0.504188301836827,-0.501312624339717,-1.81243223066144,43.8472676168444,59.4346982654428
"99",1,30,99,-2.79762088811794,-0.500885038012801,0.181180729662439,70.8875524415205,59.4346982654428
"100",1,30,100,4.2830318780103,-1.52967946881936,-0.0263015563368413,60.389153356632,59.4346982654428
"101",1,30,101,-3.18298978777967,-0.229436604005238,0.167552146600614,62.6992383082767,59.4346982654428
"102",1,30,102,-0.998988479866097,3.76315402296275,0.226579853786775,39.9083040653135,59.4346982654428
"103",1,30,103,-0.355360783518248,-4.27644693858638,-0.121738710052088,144.701561632664,59.4346982654428
"104",1,30,104,-0.555262271119369,-3.06740519803937,-0.220223953957992,158.258248638860,59.4346982654428
"105",1,30,105,-0.327316982395191,-2.83371161556971,-0.350926538760726,159.320559541108,59.4346982654428
"106",1,30,106,7.76066768756409,-1.61328571355151,0.0199755626237519,59.9420211398273,59.4346982654428
"107",1,30,107,-0.420058896500067,-2.08856641742986,-0.0135623032736016,90.0620392735094,59.4346982654428
"108",1,30,108,-0.285357615676814,-2.04335423416773,0.212947538016175,68.9129503283954,59.4346982654428
"109",1,30,109,0.628404748298634,-2.46454313302433,-0.141946534910001,93.6375141805634,59.4346982654428
"110",1,30,110,-1.33626309127947,4.7644720210537,-0.376672834026969,33.6024712343613,59.4346982654428
"111",1,30,111,3.36792104985569,-1.22907873052570,-0.131793538192979,56.6985980301683,59.4346982654428
"112",1,30,112,0.77629626252297,-4.0665869231474,0.164753009049680,71.8618425409076,59.4346982654428
"113",1,30,113,-2.34751335779507,-0.570040101129016,-0.095696944354804,59.0865931369844,59.4346982654428
"114",1,30,114,-1.61694204058663,-0.851615754732873,-0.947366133482956,58.5395052321267,59.4346982654428
"115",1,30,115,0.287826716007748,-1.65304918131274,0.266832233519264,52.9685535493103,59.4346982654428
"116",1,30,116,-1.01388229452988,-5.15660246535692,-0.355826803292268,368.486625271415,59.4346982654428
"117",1,30,117,-0.114936904917466,-2.6285165181937,0.0500224591490885,86.1593259619247,59.4346982654428
"118",1,30,118,4.18828259494024,-0.854866006705438,-0.430661607404051,50.7391343782634,59.4346982654428
"119",1,30,119,-0.71876664939861,-8.0461552969229,-1.25744806627456,2458.68686542550,59.4346982654428
"120",1,30,120,-3.03527972398591,-0.240839508376955,0.177389701788661,63.1198252473149,59.4346982654428
"121",1,30,121,-0.106819863493931,-2.39055483022736,0.0914471798869993,78.5663635941383,59.4346982654428
"122",1,30,122,-2.46303794788005,-0.320929864085938,0.223330966329765,65.2211114432176,59.4346982654428
"123",1,30,123,-0.405478808875519,-0.405472468186821,-1.34565655602421,41.4422320725440,59.4346982654428
"124",1,30,124,4.95585696438862,-1.82781407196272,0.141767051395978,57.1395854437628,59.4346982654428
"125",1,30,125,-1.57307879382936,0.137003565761577,-0.284788315391734,39.1614698624898,59.4346982654428
