"","V1","V2","V3","V4","V5","V6","V7","V8"
"res","30","1","-15.2285895432067","0.21799607683312","137.617155481956","71.055189789778","2","cov"
"","30","1","-15.72608067569","0.230795014190333","129.985476962078","71.055189789778","2","nocov"
"","30","1","-15.7003843472235","0.465428349724054","64.4567526189296","71.055189789778",NA,"hn+cos"
"","30","1","-13.4925626871398","0.25158051390606","119.246119400177","71.055189789778",NA,"hr+poly"
"","30","1",NA,NA,NA,NA,NA,"unif+cos"
"","30","1","-84.7421094679828","0.183722028084573","163.290163475607","71.055189789778",NA,"hn+cos+cov1"
"","30","1",NA,NA,NA,NA,NA,"hr+poly+cov1"
"","30","1","-26.7098158322896","0.531134410163019","56.4828778289703","71.055189789778",NA,"unif+cos+cov1-width"
"","30","1","-78.3555106488936","0.159461055488987","188.133710190272","71.055189789778",NA,"hn+cos+cov1-width"
"","30","1",NA,NA,NA,NA,NA,"hr+poly+cov1-width"
"res","30","2","-6.66291644812638","0.552357042283823","54.3126957809018","71.055189789778","1","cov"
"","30","2","-7.84573975837637","0.560274112809465","53.5452188743231","71.055189789778","1","nocov"
"","30","2","-7.84573975837526","0.560274024236671","53.5452273391982","71.055189789778",NA,"hn+cos"
"","30","2","-6.01105292335991","0.554362651189592","54.1161998118449","71.055189789778",NA,"hr+poly"
"","30","2",NA,NA,NA,NA,NA,"unif+cos"
"","30","2","-74.1724306955685","0.222690791919182","134.715942861649","71.055189789778",NA,"hn+cos+cov1"
"","30","2","-6.96987316563185","0.540786916592351","55.4747148637366","71.055189789778",NA,"hr+poly+cov1"
"","30","2","-31.4442855698629","0.460368731862366","65.1651555018487","71.055189789778",NA,"unif+cos+cov1-width"
"","30","2","-67.4366209945216","0.23565729142569","127.3035084911","71.055189789778",NA,"hn+cos+cov1-width"
"","30","2",NA,NA,NA,NA,NA,"hr+poly+cov1-width"
