"1" "480" "2" "-238.949546095909" "0.49985945516469" "960.269921956069" "1232.9485435538" NA "hn+cov1"
"2" "480" "2" "-226.683321812572" "0.506944628151078" "946.848971949165" "1232.9485435538" NA "hr+cov1"
"1" "480" "1" "-313.796868165409" "0.445506614206315" "1077.42508123058" "1232.9485435538" NA "hn+cov1"
"2" "480" "1" "-308.009156582375" "0.428548333437328" "1120.06035853642" "1232.9485435538" NA "hr+cov1"
"1" "480" "1" "-207.029522607742" "0.52178049245099" "919.927070759713" "1232.9485435538" NA "hn+cov1"
"2" "480" "1" "-218.58531048376" "0.464286660623551" "1033.84404659687" "1232.9485435538" NA "hr+cov1"
"1" "480" "5" "-231.782483254273" "0.503595391392699" "953.146133193463" "1232.9485435538" NA "hn+cov1"
"2" "480" "5" "-216.804753570962" "0.538820237761632" "890.835136397283" "1232.9485435538" NA "hr+cov1"
"1" "480" "3" "-196.441551934249" "0.529248803450532" "906.945838839039" "1232.9485435538" NA "hn+cov1"
"2" "480" "3" "-199.300038849303" "0.449887610734558" "1066.93313740353" "1232.9485435538" NA "hr+cov1"
"1" "480" "6" "-265.301157716831" "0.482713555317175" "994.378539224175" "1232.9485435538" NA "hn+cov1"
"2" "480" "6" "-252.694851799982" "0.484396102286378" "990.92457130512" "1232.9485435538" NA "hr+cov1"
"1" "480" "4" "-243.990700640532" "0.499856607194909" "960.275393164571" "1232.9485435538" NA "hn+cov1"
"2" "480" "4" "-231.115112388089" "0.540240546316043" "888.493104179556" "1232.9485435538" NA "hr+cov1"
"1" "480" "2" "-239.941141698631" "0.499846402621788" "960.294997587879" "1232.9485435538" NA "hn+cov1"
"2" "480" "2" "-230.540022794115" "0.443732545272738" "1081.73269036413" "1232.9485435538" NA "hr+cov1"
"1" "480" "7" "-252.786813130154" "0.48868862610812" "982.220527256147" "1232.9485435538" NA "hn+cov1"
"2" "480" "7" "-274.557584633458" "0.367678768181412" "1305.48740242507" "1232.9485435538" NA "hr+cov1"
"1" "480" "9" "-286.756422001322" "0.463578199211805" "1035.42401436503" "1232.9485435538" NA "hn+cov1"
"2" "480" "9" "-291.665873523795" "0.395281291386363" "1214.3251159611" "1232.9485435538" NA "hr+cov1"
"1" "480" "12" "-281.89365694582" "0.467255704494698" "1027.27477777737" "1232.9485435538" NA "hn+cov1"
"2" "480" "12" "-266.435232730542" "0.467632357403859" "1026.44736276335" "1232.9485435538" NA "hr+cov1"
"1" "480" "10" "-282.959921637901" "0.467318397179811" "1027.13696464064" "1232.9485435538" NA "hn+cov1"
"2" "480" "10" "-270.34805172221" "0.475704135992061" "1009.03053743474" "1232.9485435538" NA "hr+cov1"
"1" "480" "11" "-237.052896105806" "0.501583667097056" "956.968959491897" "1232.9485435538" NA "hn+cov1"
"2" "480" "11" "-235.372863520097" "0.479320786937867" "1001.41703235212" "1232.9485435538" NA "hr+cov1"
"1" "480" "15" "-286.842261460869" "0.463607472483068" "1035.35863524618" "1232.9485435538" NA "hn+cov1"
"2" "480" "15" "-286.104912859516" "0.421136838684866" "1139.77205484791" "1232.9485435538" NA "hr+cov1"
"1" "480" "18" "-261.921577675291" "0.480224196650522" "999.533141703218" "1232.9485435538" NA "hn+cov1"
"2" "480" "18" "-242.624518715282" "0.490933718740081" "977.728727274751" "1232.9485435538" NA "hr+cov1"
"1" "480" "16" "-265.560648162306" "0.479175152415989" "1001.72139056012" "1232.9485435538" NA "hn+cov1"
"2" "480" "16" "-252.272978593036" "0.498284775278882" "963.304567616683" "1232.9485435538" NA "hr+cov1"
"1" "480" "17" "-218.563323991486" "0.510823969583515" "939.658333557358" "1232.9485435538" NA "hn+cov1"
"2" "480" "17" "-207.806225926795" "0.550637661619464" "871.716617763279" "1232.9485435538" NA "hr+cov1"
"1" "480" "8" "-253.108274682605" "0.488945097528246" "981.705312982039" "1232.9485435538" NA "hn+cov1"
"2" "480" "8" "-242.086032334505" "0.468241431424806" "1025.11219167303" "1232.9485435538" NA "hr+cov1"
"1" "480" "21" "-263.143803844793" "0.478123968292145" "1003.92373491452" "1232.9485435538" NA "hn+cov1"
"2" "480" "21" "-263.710168917655" "0.469857801080096" "1021.58567740408" "1232.9485435538" NA "hr+cov1"
"1" "480" "13" "-171.589571874329" "0.559946919910002" "857.22410988018" "1232.9485435538" NA "hn+cov1"
"2" "480" "13" "-182.072913694469" "0.366674541186869" "1309.06279570519" "1232.9485435538" NA "hr+cov1"
"1" "480" "23" "-242.364905682001" "0.493046481023168" "973.539044440407" "1232.9485435538" NA "hn+cov1"
"2" "480" "23" "-232.353434922668" "0.42862641718126" "1119.85631486875" "1232.9485435538" NA "hr+cov1"
"1" "480" "24" "-239.430478221314" "0.498134631809352" "963.594918619727" "1232.9485435538" NA "hn+cov1"
"2" "480" "24" "-231.623452909717" "0.462889060970058" "1036.96552904941" "1232.9485435538" NA "hr+cov1"
"1" "480" "22" "-275.941347776857" "0.472358090091763" "1016.17821324231" "1232.9485435538" NA "hn+cov1"
"2" "480" "22" "-271.980196929152" "0.41954084534743" "1144.10791064337" "1232.9485435538" NA "hr+cov1"
"1" "480" "19" "-261.776074095993" "0.481950379180623" "995.953153550914" "1232.9485435538" NA "hn+cov1"
"2" "480" "19" "-266.930087232294" "0.386277266906084" "1242.63072441357" "1232.9485435538" NA "hr+cov1"
