"","","","","beta_1","beta_2","alpha_1","","","",""
"89",2,30,89,-0.170452469839825,-0.173875254986521,-1.73898159696299,0.603196121556462,4.79360775688708,37.1868504553198,58.4022943300631
"90",2,30,90,-3.63232956425335,-0.494869052897238,-0.456351904451802,2.03224581315355,1.93550837369290,50.1311887566907,58.4022943300631
"91",2,30,91,NA,NA,NA,NA,NA,NA,NA
"92",2,30,92,-2.23179154678823,-0.0198801478887138,-0.794427401167317,0.386770263098466,5.22645947380307,37.259849200461,58.4022943300631
"93",2,30,93,-0.810505695708082,-7.24551633102492,-0.899776520361673,7.48354433318729,-8.96708866637458,1083.78502572662,58.4022943300631
"94",2,30,94,4.31704243779243,-1.00405026283691,-0.916999816721478,7.25311859901035,-8.5062371980207,62.236940827562,58.4022943300631
"95",2,30,95,0.463813500060890,-2.18579947204112,-0.0946908710921795,4.07590047144438,-2.15180094288877,83.4105911804166,58.4022943300631
"96",2,30,96,5.54538278780134,-1.96750852281894,-0.201344746058960,5.04923580981938,-4.09847161963877,82.9994470165487,58.4022943300631
"97",2,30,97,3.4875271159326,-1.55411007961766,-0.285385817618203,6.13608039667539,-6.27216079335078,73.8841669963377,58.4022943300631
"98",2,30,98,-4.66143162884359,-0.146323908031214,0.133644497283037,0.6475343208011,4.7049313583978,60.7667708849706,58.4022943300631
"99",2,30,99,-0.678865709928277,-7.50040979690907,-1.05118255983722,5.94260343390059,-5.88520686780118,1412.00894812008,58.4022943300631
"100",2,30,100,-0.467093058187384,-3.94850952035543,-0.235473367500614,5.0824254592606,-4.1648509185212,179.760828159473,58.4022943300631
"101",2,30,101,5.73284920919898,-0.972619036091079,-0.0444268479835423,2.07543684654214,1.84912630691571,47.7025044024092,58.4022943300631
"102",2,30,102,-1.50596357786068,-0.276654370068259,0.174080530283203,2.6929572634196,0.614085473160798,53.3594946706606,58.4022943300631
"103",2,30,103,-0.386310625164086,-3.42459337971619,0.119827303754297,2.81388665019258,0.372226699614835,96.3144509089858,58.4022943300631
"104",2,30,104,-4.72387522915643,-0.076835813153948,0.242861413969530,0.553262870584669,4.89347425883066,66.8280938269161,58.4022943300631
"105",2,30,105,-0.315885956950688,-4.2757037029921,-0.134727192237066,2.55584844942651,0.88830310114698,145.141982218698,58.4022943300631
"106",2,30,106,-0.608375819551035,-3.07500405568488,-0.196275975300784,9.27371934603095,-12.5474386920619,157.978497636441,58.4022943300631
"107",2,30,107,-0.327316982395191,-2.83371161556971,-0.350926538760726,10.1293280700989,-14.2586561401977,159.320559541108,58.4022943300631
"108",2,30,108,7.76066768756409,-1.61328571355151,0.0199755626237519,2.7135064067517,0.572987186496601,59.9420211398273,58.4022943300631
"109",2,30,109,-0.420058896500067,-2.08856641742986,-0.0135623032736016,6.9682224264183,-7.9364448528366,90.0620392735094,58.4022943300631
"110",2,30,110,-0.285357615676814,-2.04335423416773,0.212947538016175,3.56597506355635,-1.13195012711271,68.9129503283954,58.4022943300631
"111",2,30,111,0.628404748298634,-2.46454313302433,-0.141946534910001,3.99629262849566,-1.99258525699131,93.6375141805634,58.4022943300631
"112",2,30,112,-1.33626309127947,4.7644720210537,-0.376672834026969,0.0576650180195184,5.88466996396096,33.6024712343613,58.4022943300631
"113",2,30,113,3.36792104985569,-1.22907873052570,-0.131793538192979,3.47659019384309,-0.953180387686188,56.6985980301683,58.4022943300631
"114",2,30,114,0.77629626252297,-4.0665869231474,0.164753009049680,0.337999958673166,5.32400008265367,71.8618425409076,58.4022943300631
"115",2,30,115,-5.75498775011358,-0.743207876774931,-9.51934484446773,4.46719242738174,-2.93438485476348,52.1828448343356,58.4022943300631
"116",2,30,116,-1.61694204058663,-0.851615754732873,-0.947366133482956,6.40459788544828,-6.80919577089656,58.5395052321267,58.4022943300631
"117",2,30,117,6.67935118978248,-0.60756674187998,-1.06675663670932,2.53042089435955,0.939158211280898,46.2097326109151,58.4022943300631
"118",2,30,118,-0.993458829189603,-4.47656901391522,-0.243235464751591,12.7892436503664,-19.5784873007329,279.451714879876,58.4022943300631
"119",2,30,119,0.145483793255850,-2.53391547783701,0.15998738148188,1.77396558723444,2.45206882553112,70.1131274436079,58.4022943300631
"120",2,30,120,2.96560283798636,-0.889040779355307,-0.733158093329754,4.86081612858868,-3.72163225717735,55.198538630848,58.4022943300631
"121",2,30,121,-0.71876664939861,-8.0461552969229,-1.25744806627456,6.95448138158087,-7.90896276316174,2458.68686542550,58.4022943300631
"122",2,30,122,-3.03527972398591,-0.240839508376955,0.177389701788661,1.4286732651771,3.1426534696458,63.1198252473149,58.4022943300631
"123",2,30,123,-0.106819863493931,-2.39055483022736,0.0914471798869993,3.13876356281340,-0.277527125626794,78.5663635941383,58.4022943300631
"124",2,30,124,-2.46303794788005,-0.320929864085938,0.223330966329765,2.39570683118438,1.20858633763123,65.2211114432176,58.4022943300631
"125",2,30,125,-0.405478808875519,-0.405472468186821,-1.34565655602421,1.4201404337479,3.1597191325042,41.4422320725440,58.4022943300631
"126",2,30,126,0.263568339754693,-5.1579671090109,-0.0951088949251063,0.50231283242464,4.99537433515072,117.728713762386,58.4022943300631
"127",2,30,127,-1.55854943845870,-0.157162043918937,-0.281876145244105,1.00110716170445,3.9977856765911,42.4967199079285,58.4022943300631
"128",2,30,128,-0.503072666951952,-2.96763078969876,0.165069546902009,4.08705823953219,-2.17411647906437,92.5531284561852,58.4022943300631
"129",2,30,129,-1.23630931468161,-0.399751411774467,0.196122471134701,3.49173442912131,-0.983468858242617,52.8997572973929,58.4022943300631
"130",2,30,130,3.26859683509407,-1.33210979626882,-0.134633664356966,3.7598573830586,-1.5197147661172,59.7997527200179,58.4022943300631
"131",2,30,131,-0.436730756270795,-5.64368714018123,-0.82298350243954,6.60627633033884,-7.21255266067768,647.019388702189,58.4022943300631
"132",2,30,132,1.39103052722357,-2.21509401543747,0.00437164380863141,2.50990983840849,0.980180323183027,72.3581544744693,58.4022943300631
"133",2,30,133,-0.38955590368267,-3.49183168069322,-0.0375217441333008,3.72974007485061,-1.45948014970122,120.907041325192,58.4022943300631
"134",2,30,134,-0.764624766497017,-2.30177988146174,0.212078879667939,8.62567173753303,-11.2513434750661,92.9317112023969,58.4022943300631
"135",2,30,135,-0.777810414380755,-0.77777615353388,-1.45225247754398,4.97026804103118,-3.94053608206235,53.6850795476075,58.4022943300631
"136",2,30,136,4.23110939307668,-0.959035628417715,-0.150443260585683,2.57032710199236,0.859345796015273,49.5000893871806,58.4022943300631
"137",2,30,137,-0.904542322702622,-6.68439196592926,-0.929916930811734,11.3261031744663,-16.6522063489327,1226.83123728196,58.4022943300631
"138",2,30,138,3.25989109989610,-2.10821306663191,-0.201461279870858,4.90993615149739,-3.81987230299478,87.3245958463177,58.4022943300631
"139",2,30,139,-0.776345467301056,-5.7753245603601,-0.179993174138956,5.64333844420948,-5.28667688841895,223.103831764064,58.4022943300631
"140",2,30,140,4.01479503293904,-1.59195202624703,-0.423678303057446,8.23712706472896,-10.4742541294579,82.6197085687839,58.4022943300631
"141",2,30,141,-3.12769912157418,-0.747753272370277,0.262245830256854,6.05360514031531,-6.10721028063062,92.7538857207057,58.4022943300631
"142",2,30,142,3.80227107674223,-0.984964780882747,-0.0201303757084511,2.02851604070448,1.94296791859105,47.4762488832916,58.4022943300631
"143",2,30,143,3.57811375245364,-1.56056421508911,0.20747741023163,1.37983407018397,3.24033185963205,50.6844470054056,58.4022943300631
"144",2,30,144,-1.55293622702763,5.35359118715333,0.163506994457994,0.609376996776247,4.78124600644751,43.3242754871187,58.4022943300631
"145",2,30,145,0.0218230834263711,-2.20002309509073,-0.206447213344437,6.7891294846893,-7.5782589693786,99.8834668801713,58.4022943300631
"146",2,30,146,6.41884181934333,-0.979132315210342,-1.51229757880673,8.30724620372683,-10.6144924074537,63.4757392071721,58.4022943300631
"147",2,30,147,-0.436288157555173,-8.24456721080298,-1.40907849794324,4.6837178282134,-3.36743565642679,3010.99774439757,58.4022943300631
"148",2,30,148,-0.114606081585991,-4.14258335654514,-0.0910903518096055,1.75328773774790,2.49342452450419,123.825993052230,58.4022943300631
"149",2,30,149,-4.22332128168547,-0.630794789821629,0.111358483480233,3.39637675018829,-0.792753500376572,76.6383341005015,58.4022943300631
"150",2,30,150,-0.736823943025957,-4.23670133379582,-0.0853540924248475,6.47905293743851,-6.95810587487703,172.052381607832,58.4022943300631
"151",2,30,151,-3.89420018952771,-0.32601429648911,-0.518331671820864,1.10273126385225,3.7945374722955,44.9036647811784,58.4022943300631
"152",2,30,152,-0.0490002574494661,-4.52100091604705,-0.31740037035947,2.3648250885175,1.27034982296500,183.944970459635,58.4022943300631
"153",2,30,153,5.22262169269089,-1.84722312064206,-0.536874827699626,11.3109705755572,-16.6219411511144,103.806332539216,58.4022943300631
"154",2,30,154,-0.859691653521569,-3.84741096158646,-0.228503521155575,11.4915883420855,-16.9831766841711,226.071930708443,58.4022943300631
"155",2,30,155,-1.29206280036702,-0.257648119116427,0.111519020281547,2.31560401421371,1.36879197157258,49.1145623888125,58.4022943300631
"156",2,30,156,4.27605178054374,-1.89270724116638,0.0459462053770558,2.36161338225587,1.27677323548825,63.5970595511952,58.4022943300631
"157",2,30,157,-0.863206400947078,-5.28135976496321,0.252728447188241,6.68458853763028,-7.36917707526057,119.927521903108,58.4022943300631
"158",2,30,158,-0.486973115743474,-3.83617339329405,-0.185289431479989,5.09247865361169,-4.18495730722339,165.388864650837,58.4022943300631
"159",2,30,159,-2.23812506609333,-0.311313372225887,-1.12917805543791,1.04333334429666,3.91333331140669,40.4070146595224,58.4022943300631
"160",2,30,160,-2.15631927474253,-0.715907734563919,0.186114624033359,6.50512978258276,-7.01025956516551,75.7335268056578,58.4022943300631
"161",2,30,161,-0.847918202133724,-0.847918248040698,0.0377210858238582,6.12324653076642,-6.24649306153284,57.0012293229871,58.4022943300631
"162",2,30,162,-0.57917815673244,-5.00077825947637,-0.231991450777133,4.02094475580205,-2.04188951160409,206.730685877210,58.4022943300631
"163",2,30,163,-0.0486898322325375,-5.02919658710799,0.052080724300903,0.675435733168282,4.64912853366344,99.2481304183571,58.4022943300631
"164",2,30,164,-2.56282640212716,-0.789851818641302,-4.02087878958963,5.15603648430349,-4.31207296860698,54.2303978289771,58.4022943300631
"165",2,30,165,2.87184982545806,-1.18657748076202,-0.947017533500457,10.4548550291213,-14.9097100582426,73.2864718481631,58.4022943300631
"166",2,30,166,0.194282264326573,-4.27393254376496,0.0605257138624487,0.66545035556306,4.66909928887388,90.4365474140257,58.4022943300631
"167",2,30,167,-0.691253355926228,-6.09127098986838,-0.40108706674052,4.78241500988385,-3.56483001976771,320.999009623686,58.4022943300631
"168",2,30,168,3.6665964096422,-0.992892314058978,-0.116351040549439,2.48976286031469,1.02047427937061,49.7162705243676,58.4022943300631
"169",2,30,169,4.0616656630604,-1.49322156468658,-0.0892824445513557,3.55296542429936,-1.10593084859872,62.4097171089892,58.4022943300631
"170",2,30,170,-2.82036793790548,-0.836466080642508,0.00450337087330235,6.94850950133043,-7.89701900266087,78.3818388602002,58.4022943300631
"171",2,30,171,-1.81379695086672,-0.342832079659542,-0.245894199753079,1.68648543972783,2.62702912054433,47.2112385215109,58.4022943300631
"172",2,30,172,7.05790331949249,-0.715995045611691,-0.490393859788539,2.54649232166963,0.907015356660745,46.9123399321285,58.4022943300631
"173",2,30,173,-3.24739326005733,-0.33940188360543,-0.113655754017638,1.35527918909839,3.28944162180322,53.2351468759216,58.4022943300631
"174",2,30,174,3.74263756486974,-1.23554148203714,-0.207611264799679,4.22828288444931,-2.45656576889862,59.2922230437087,58.4022943300631
"175",2,30,175,-0.618424630835336,-4.17170092894375,-0.432837138156307,8.77327948659219,-11.5465589731844,281.529569639755,58.4022943300631
"176",2,30,176,-0.79682647694065,-0.226162632436048,-6.17991934462408,0.73421575562203,4.53156848875594,37.9850419740083,58.4022943300631
"177",2,30,177,-0.594734809412635,-42.4857336849167,-0.262665287271802,2.75445645903438,0.491087081931249,232.362598254352,58.4022943300631
"178",2,30,178,1.42597149876710,-6.55105986333242,-0.859039499334177,1.52772797619631,2.94454404760737,539.458495821743,58.4022943300631
"179",2,30,179,-3.71387176420745,-0.783150694575588,0.198831393034812,5.81482788627774,-5.62965577255547,92.4164491942445,58.4022943300631
"180",2,30,180,-0.459486138189866,-7.50822119669698,-1.11501649369601,4.09657327079122,-2.19314654158245,1427.67043267736,58.4022943300631
"181",2,30,181,-0.476676724986368,-2.87600036758377,-0.116894498946610,6.94937354813539,-7.89874709627077,127.501510227943,58.4022943300631
"182",2,30,182,-2.38468054600706,-0.79352206304955,0.115911943532310,7.086456053254,-8.172912106508,78.608388232046,58.4022943300631
"183",2,30,183,-0.103807796023652,-3.28663769791325,0.00324021814780283,2.35596787253941,1.28806425492119,99.7606109767066,58.4022943300631
"184",2,30,184,0.0801981234911877,-2.1335405056085,0.266943477966888,1.74499201519062,2.51001596961875,59.9717621131379,58.4022943300631
"185",2,30,185,-0.604422468683111,-3.83799232002957,-0.00779010875892843,4.87123760558682,-3.74247521117364,134.999397770225,58.4022943300631
"186",2,30,186,-0.295642171542422,-5.31147579367584,-0.497294890922058,2.99354236520407,0.0129152695918524,298.752781890748,58.4022943300631
"187",2,30,187,3.61429052655668,-1.32625993246417,-0.238241881751715,4.8269388588599,-3.65387771771981,63.4134117266522,58.4022943300631
"188",2,30,188,-7.67406988110869,-0.620180366602315,-7.48636639263644,3.00027765522843,-0.00055531045685786,47.4960963588272,58.4022943300631
"189",2,30,189,-0.233645501135592,-3.1534385882479,-0.437110712507299,9.84738310707253,-13.6947662141451,191.102141114087,58.4022943300631
"190",2,30,190,4.05245319688413,-1.35458960771095,-0.224852113761774,4.83530238404442,-3.67060476808884,63.9003027536214,58.4022943300631
"191",2,30,191,-2.67414657928292,-0.725066325955963,-0.237106288610128,4.73638799683429,-3.47277599366858,62.6921226052525,58.4022943300631
"192",2,30,192,-3.24206850670423,-0.652758930619253,0.0293492676623734,3.93733298925408,-1.87466597850817,70.7493560382012,58.4022943300631
"193",2,30,193,4.38134039708003,-3.99811335281669,-0.131097290307836,1.08079201129019,3.83841597741961,109.392059854627,58.4022943300631
"194",2,30,194,-0.618514973608908,-0.516921222151392,-3.05847158784346,2.10882095712082,1.78235808575836,44.2819781026001,58.4022943300631
"195",2,30,195,-0.595347896450394,-3.91396131005702,0.0325775633989445,4.35961729288725,-2.71923458577451,127.199322908615,58.4022943300631
"196",2,30,196,-3.33904648143878,-0.862761922913654,0.161593024434671,7.46572131918724,-8.93144263837449,93.3956108714528,58.4022943300631
"197",2,30,197,3.9892167279444,-1.57490420837324,-0.336375580354015,6.8840449108569,-7.76808982171379,77.3337622439726,58.4022943300631
"198",2,30,198,0.0256155521668270,-2.48070308928311,-0.00174569038738706,3.43326600619644,-0.866532012392882,85.9781542425095,58.4022943300631
"199",2,30,199,0.114690748285020,-2.05855411773388,0.132967939804853,2.62451554255458,0.750968914890843,66.8714380079114,58.4022943300631
"200",2,30,200,-0.528689163629917,-1.42592129955707,0.290189508058178,5.33524492825207,-4.67048985650415,61.6399565489586,58.4022943300631
"201",2,60,1,-0.446096247904857,-1.73988233145902,0.133062523713574,11.8338041963563,-17.6676083927125,144.608351963914,116.804588660126
"202",2,60,2,0.85905237798246,-2.82016483170124,-0.250323813652601,9.15794203172421,-12.3158840634484,231.691831321537,116.804588660126
"203",2,60,3,-0.571796826046286,-6.94343977338141,-0.520889097191682,6.26171118289408,-6.52342236578817,768.113383327988,116.804588660126
"204",2,60,4,3.46939821798854,-1.12361591774770,-0.255202556534346,8.32375361750923,-10.6475072350185,113.758695462109,116.804588660126
"205",2,60,5,-0.692516590025405,-6.45352067477514,-0.209248688682773,8.33321969753756,-10.6664393950751,445.591229637508,116.804588660126
