"","","","","beta_1","","","",""
"1",4,30,1,-0.271061415600847,0.868021643735323,0.263956712529353,38.7396893691335,63.7141305292632
"2",4,30,2,-0.65166649653537,3.33035662963939,-4.66071325927879,48.6018550214194,63.7141305292632
"3",4,30,3,-0.401846848733927,1.40168937413099,-0.803378748261979,41.3596500352708,63.7141305292632
"4",4,30,4,0.0509918046537344,0.255341975683589,1.48931604863282,34.567502005839,63.7141305292632
"5",4,30,5,8.62960090370733,-2.09300569658944e-08,2.00000004186011,30.0000001597541,63.7141305292632
"6",4,30,6,-0.547234207729276,2.34228340235964,-2.68456680471928,45.1628643682034,63.7141305292632
"7",4,30,7,-0.457313499515194,1.70971355578600,-1.41942711157199,42.6882610126982,63.7141305292632
"8",4,30,8,8.19571207751106,-3.60396792538879e-08,2.00000007207936,30.0000003804356,63.7141305292632
"9",4,30,9,-0.704305028099743,3.95045507984682,-5.90091015969364,50.5923147176857,63.7141305292632
"10",4,30,10,-0.654636385320083,3.36302483697155,-4.72604967394311,48.7093680382503,63.7141305292632
"11",4,30,11,-0.752148517971432,4.59327808132107,-7.18655616264214,52.5632326272351,63.7141305292632
"12",4,30,12,7.48544949841244,-6.11103187043536e-08,2.00000012222064,30.0000015746829,63.7141305292632
"13",4,30,13,-0.211840896709816,0.695851517463388,0.608296965073224,37.7581519322982,63.7141305292632
"14",4,30,14,-0.304045553750898,0.980768961654296,0.0384620766914079,39.3384320750797,63.7141305292632
"15",4,30,15,-0.635313943556502,3.15526039366129,-4.31052078732258,48.0198606423125,63.7141305292632
"16",4,30,16,0.00243974648271071,0.307932271001546,1.38413545799691,35.0372715996198,63.7141305292632
"17",4,30,17,7.93651777813916,-8.8152372629616e-09,2.00000001763047,30.0000006388570,63.7141305292632
"18",4,30,18,0.0757558001096767,0.232014294642016,1.53597141071597,34.3450561702135,63.7141305292632
"19",4,30,19,-0.611732836659638,2.91664663585679,-3.83329327171358,47.2098355162032,63.7141305292632
"20",4,30,20,0.0177222068939510,0.290329174707961,1.41934165058408,34.8844110821728,63.7141305292632
"21",4,30,21,0.154468073538375,0.170913048291419,1.65817390341716,33.7075905984599,63.7141305292632
"22",4,30,22,-0.582333321096084,2.64113306703877,-3.28226613407755,46.2468933210117,63.7141305292632
"23",4,30,23,-0.240781516151718,0.775458165941135,0.449083668117729,38.2234053657666,63.7141305292632
"24",4,30,24,7.9462248505415,-1.09471877333604e-07,2.00000021894375,30.0000006265738,63.7141305292632
