"1","mmds-MS","1","480","2","73.8114435938587","-141.622887187717","0.402656686195285","1192.08252701708","959.82452228366","2"
"2","cds-hnc","1","480","2","ll","-141.530485746619","0.574300062324618","835.800013771694","959.82452228366","mt"
"3","cds-hrp","1","480","2","ll","-136.187093856724","0.649473688757947","739.059962410412","959.82452228366","mt"
"4","cds-hnc-w","1","480","2","ll","-141.530485746619","0.574300062386402","835.800013681777","959.82452228366","mt"
"5","cds-hrp-w","1","480","2","ll","-136.187093856724","0.649473688757947","739.059962410412","959.82452228366","mt"
"1","mmds-MS","1","480","1","95.2031297831203","-184.406259566241","0.424383386276964","1131.05275918303","959.82452228366","2"
"2","cds-hnc","1","480","1",NA,NA,NA,NA,NA,NA
"3","cds-hrp","1","480","1","ll","-186.964537002429","0.427578645698787","1122.60049660698","959.82452228366","mt"
"4","cds-hnc-w","1","480","1","ll","-168.524171956662","0.548116786148043","875.725779852973","959.82452228366","mt"
"5","cds-hrp-w","1","480","1","ll","-186.964537002429","0.427578645698787","1122.60049660698","959.82452228366","mt"
"1","mmds-MS","1","480","3","72.7678428916802","-143.53568578336","0.572225094838856","838.830740436458","959.82452228366","1"
"2","cds-hnc","1","480","3","ll","-143.535685783361","0.572227725191736","838.826884592435","959.82452228366","mt"
"3","cds-hrp","1","480","3","ll","-141.518786880444","0.590404109208649","813.002471550156","959.82452228366","mt"
"4","cds-hnc-w","1","480","3","ll","-143.535685783361","0.572227725191736","838.826884592435","959.82452228366","mt"
"5","cds-hrp-w","1","480","3","ll","-141.518786880444","0.590404109208649","813.002471550156","959.82452228366","mt"
"1","mmds-MS","1","480","5","87.9698816281593","-173.939763256319","0.54326101826597","883.553179523368","959.82452228366","1"
"2","cds-hnc","1","480","5","ll","-173.939763256318","0.543262221612253","883.551222419796","959.82452228366","mt"
"3","cds-hrp","1","480","5","ll","-175.734827865521","0.53561237821285","896.170476122287","959.82452228366","mt"
"4","cds-hnc-w","1","480","5","ll","-173.939763256318","0.543262221612253","883.551222419796","959.82452228366","mt"
"5","cds-hrp-w","1","480","5","ll","-175.734827865521","0.53561237821285","896.170476122287","959.82452228366","mt"
"1","mmds-MS","1","480","6","85.1180053690268","-164.236010738054","0.415941989419213","1154.00707841551","959.82452228366","2"
"2","cds-hnc","1","480","6","ll","-162.410717324399","0.553744685062791","866.825475617109","959.82452228366","mt"
"3","cds-hrp","1","480","6","ll","-161.503170200206","0.541288061973254","886.773667703237","959.82452228366","mt"
"4","cds-hnc-w","1","480","6","ll","-162.410717324399","0.553744685062791","866.825475617109","959.82452228366","mt"
"5","cds-hrp-w","1","480","6","ll","-161.503170200206","0.541288061973254","886.773667703237","959.82452228366","mt"
"1","mmds-MS","1","480","8","88.9520419936975","-171.904083987395","0.43779585116846","1096.40143623769","959.82452228366","2"
"2","cds-hnc","1","480","8","ll","-171.515467495901","0.545420412592782","880.055071129827","959.82452228366","mt"
"3","cds-hrp","1","480","8","ll","-168.524096489849","0.536209137279137","895.173108081753","959.82452228366","mt"
"4","cds-hnc-w","1","480","8","ll","-171.515467495901","0.545420412592782","880.055071129827","959.82452228366","mt"
"5","cds-hrp-w","1","480","8","ll","-168.524096489849","0.536209137279137","895.173108081753","959.82452228366","mt"
"1","mmds-MS","1","480","4","93.2863273952455","-184.572654790491","0.534067694458748","898.762469590035","959.82452228366","1"
"2","cds-hnc","1","480","4","ll","-184.572654790491","0.534066037030366","898.76525882268","959.82452228366","mt"
"3","cds-hrp","1","480","4","ll","-185.613307630728","0.533500677239713","899.717695736544","959.82452228366","mt"
"4","cds-hnc-w","1","480","4","ll","-184.572654790491","0.534066037030366","898.76525882268","959.82452228366","mt"
"5","cds-hrp-w","1","480","4","ll","-185.613307630803","0.533500689868363","899.717674439064","959.82452228366","mt"
"1","mmds-MS","1","480","7","65.9180981064902","-125.83619621298","0.404973262496452","1185.26343453157","959.82452228366","2"
"2","cds-hnc","1","480","7","ll","-125.499514459767","0.591731980168327","811.178060485182","959.82452228366","mt"
"3","cds-hrp","1","480","7","ll","-123.477509783874","0.590523893861338","812.837558293127","959.82452228366","mt"
"4","cds-hnc-w","1","480","7","ll","-125.499514459767","0.591731980168327","811.178060485182","959.82452228366","mt"
"5","cds-hrp-w","1","480","7","ll","-123.477509783874","0.590523893861338","812.837558293127","959.82452228366","mt"
"1","mmds-MS","1","480","9","88.542568706559","-175.085137413118","0.542249850936013","885.200796591166","959.82452228366","1"
"2","cds-hnc","1","480","9","ll","-175.085137412854","0.542251079194396","885.198791513924","959.82452228366","mt"
"3","cds-hrp","1","480","9","ll","-171.396135913964","0.606597479522896","791.299034703428","959.82452228366","mt"
"4","cds-hnc-w","1","480","9","ll","-175.085137412862","0.542251074377368","885.19879937749","959.82452228366","mt"
"5","cds-hrp-w","1","480","9","ll","-171.396135913964","0.606597479522896","791.299034703428","959.82452228366","mt"
"1","mmds-MS","1","480","10","79.2606319116974","-152.521263823395","0.423957688228974","1132.18845494968","959.82452228366","2"
"2","cds-hnc","1","480","10","ll","-147.518424083775","0.568177630018298","844.806227208456","959.82452228366","mt"
"3","cds-hrp","1","480","10","ll","-142.267189231951","0.486712578173137","986.20833223926","959.82452228366","mt"
"4","cds-hnc-w","1","480","10","ll","-147.518424083775","0.568177630018298","844.806227208456","959.82452228366","mt"
"5","cds-hrp-w","1","480","10","ll","-142.267189231951","0.486712578173137","986.20833223926","959.82452228366","mt"
"1","mmds-MS","1","480","1","59.4627970634024","-112.925594126805","0.392019364002535","1224.42931160129","959.82452228366","2"
